Day,Hour,Minute,Second,Time +/-,LAT_D,LAT_M,LAT +/-,LONG_D,LONG_M,LONG +/-,Depth (KM),Depth +/-,Mag 1,Mag 2,MAX_INTENSITY,"(District, Region)",REGION NAME
,03,58,31.9,0.1,43,03.4,0.9,145,53.0,0.7,43,2,1.4V,,,"(1, 27)",OFF NEMURO PENINSULA
,03,59,40.4,0.0,38,10.7,0.2,139,05.3,0.1,25,1,1.3V,,,"(4,163)",OFF N NIIGATA PREF
,04,01,45.0,0.0,35,17.3,0.1,133,19.7,0.1,11,1,1.2V,,,"(6,222)",WESTERN TOTTORI PREF
,04,01,58.6,0.2,43,05.1,0.8,144,02.9,0.8,89,2,0.5v,,,"(1,  8)",KUSHIRO REGION
,04,04,25.6,0.1,35,28.3,0.4,141,01.8,0.7,21,1,1.5V,,,"(3,110)",NEAR CHOSHI CITY
,04,21,21.9,0.2,30,54.3,0.5,130,18.4,1.1,51,2,1.7V,,,"(7,298)",NEAR TANEGASHIMA ISLAND
,04,22,01.6,0.0,39,02.8,0.1,140,53.9,0.2,7,1,0.4V,,,"(2, 49)",SOUTHERN IWATE PREF
,04,23,54.7,0.1,25,15.8,1.4,125,01.6,0.8,67,3,1.9v,,,"(7,293)",NEAR MIYAKOJIMA ISLAND
,04,23,59.1,0.1,34,13.8,0.2,135,14.0,0.2,7,1,0.1V,,,"(5,190)",NW WAKAYAMA PREF
,04,31,29.6,0.0,35,43.6,0.1,136,37.1,0.1,10,1,0.8V,,,"(4,139)",SW GIFU PREF
,04,36,43.9,0.0,33,25.1,0.2,134,45.1,0.2,32,1,1.1V,,,"(6,249)",SE OFF SHIKOKU
,04,41,59.8,0.2,41,53.9,0.9,142,09.0,1.0,65,4,1.3V,,,"(1, 30)",S OFF URAKAWA
,04,42,54.3,0.2,24,57.0,1.9,123,13.4,0.4,00,3,,,,"(7,289)",NW OFF ISHIGAKIJIMA IS
,04,50,27.1,0.0,39,50.4,0.1,140,51.4,0.1,3,1,1.5V,,,"(2, 48)",NORTHERN IWATE PREF
,04,51,37.3,0.0,39,50.3,0.1,140,50.5,0.2,1,1,0.0V,,,"(2, 48)",NORTHERN IWATE PREF
,04,51,45.8,,11,07.9,,93,28.2,,12,,6.1B,,,"(9,   )","ANDAMAN ISLANDS, INDIA   USGS"
,04,53,48.0,0.0,33,50.7,0.1,134,57.9,0.0,13,1,0.7V,,,"(5,207)",S PART OF KII CHANNEL
,04,54,28.2,0.1,36,49.2,0.2,138,17.0,0.4,2,3,0.1V,,,"(4,144)",NORTHERN NAGANO PREF
,04,55,55.0,0.1,27,17.5,0.5,129,43.2,0.9,53,,2.3V,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,04,56,19.9,0.0,35,56.3,0.1,137,36.5,0.1,9,1,0.2V,,,"(4,148)",WESTERN NAGANO PREF
,05,04,17.4,0.2,26,07.2,1.3,129,26.8,0.9,43,,2.2V,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,05,20,16.1,0.1,42,44.5,0.8,144,14.7,0.5,77,1,0.9V,,,"(1, 28)",SE OFF TOKACHI
,05,23,19.4,0.0,34,12.2,0.1,131,04.4,0.1,9,0,0.4V,,,"(6,226)",YAMAGUCHI PREF
,05,23,32.4,0.1,33,06.4,0.5,134,48.4,0.3,32,3,1.6V,,,"(6,249)",SE OFF SHIKOKU
,05,24,01.8,0.1,32,13.9,0.3,132,05.1,0.6,22,2,1.1V,,,"(7,300)",HYUGANADA REGION
,05,25,47.8,0.0,44,14.4,0.1,142,43.7,0.2,7,1,0.0V,,,"(1,  3)",KAMIKAWA-SORACHI REGION
,05,39,05.2,0.0,33,29.2,0.1,132,18.1,0.1,44,0,0.6V,,,"(6,244)",IYONADA SETONAIKAI
,05,39,21.5,0.0,43,15.0,0.1,142,49.0,0.2,4,1,0.5V,,,"(1, 10)",TAISETSU MOUNTAINS REG
,05,40,05.6,0.0,32,34.4,0.5,132,07.1,0.2,32,2,0.9V,,,"(7,300)",HYUGANADA REGION
,05,50,30.9,0.0,34,54.7,0.0,132,37.5,0.0,12,0,0.8V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,06,01,35.3,0.1,32,30.4,0.3,129,49.9,0.4,14,1,0.0v,,,"(7,283)",W OFF AMAKUSA ISLAND
,06,12,24.1,0.3,37,34.0,0.6,141,48.5,1.3,32,,1.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,06,27,34.8,0.1,28,47.4,0.2,130,01.1,0.6,17,2,1.6v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,06,30,19.1,0.2,28,47.6,0.7,130,00.7,1.2,15,4,1.8v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,06,31,32.1,0.4,29,34.0,1.4,130,39.2,1.3,15,,,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,06,37,42.0,0.1,38,47.3,0.2,141,41.2,0.7,68,1,0.4V,,,"(2, 66)",KINKAZAN REGION
,06,43,15.2,0.0,38,49.8,0.2,141,32.7,0.4,83,1,1.7V,,,"(2, 50)",NORTHERN MIYAGI PREF
,06,43,34.1,0.2,32,45.6,0.2,129,54.5,0.9,7,1,0.2v,,,"(7,266)",NAGASAKI PREF
,06,44,47.1,0.1,43,28.5,0.3,144,00.9,0.3,2,3,1.1V,,,"(1,  7)",TESHIKAGA REGION
,06,44,53.0,0.0,32,18.7,0.0,130,31.5,0.1,8,0,0.2v,,,"(7,271)",SOUTHERN KUMAMOTO PREF
,06,49,30.0,0.0,43,15.5,0.1,143,15.4,0.1,10,1,1.0V,,,"(1,  9)",TOKACHI REGION
,06,51,42.1,0.1,35,24.4,0.2,139,00.4,0.3,22,1,0.8V,,,"(4,152)",EASTERN YAMANASHI PREF
,06,55,10.3,0.3,23,25.4,1.6,123,43.4,1.2,45,4,1.6v,,,"(7,290)",NEAR ISHIGAKIJIMA ISLAND
1,07,09,32.6,0.0,34,58.8,0.1,136,56.4,0.1,35,1,2.1V,,,"(4,162)",MIKAWA BAY REGION
,07,11,17.2,0.0,34,09.1,0.1,135,09.0,0.1,5,0,0.0v,,,"(5,190)",NW WAKAYAMA PREF
,07,11,41.2,0.2,42,38.5,0.6,138,50.1,1.2,31,4,2.1V,,,"(1, 18)",SW OFF HOKKAIDO
,07,13,07.1,0.0,33,59.8,0.1,135,13.6,0.2,7,1,0.0V,,,"(5,191)",CENTRAL WAKAYAMA PREF
,07,15,57.5,0.2,28,31.0,1.9,130,32.3,1.0,57,2,2.1V,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,07,18,40.2,0.0,35,18.9,0.1,136,24.8,0.1,17,1,0.7V,,,"(5,197)",SHIGA GIFU BORDER REGION
,07,20,54.9,0.1,35,41.0,0.4,140,07.3,0.4,63,1,1.0V,,,"(3, 93)",CENTRAL CHIBA PREF
,07,23,43.7,0.2,24,59.2,2.4,122,58.8,0.8,09,3,1.7v,,,"(7,289)",NW OFF ISHIGAKIJIMA IS
,07,28,19.6,0.1,29,32.3,0.3,130,15.4,0.3,12,3,1.5v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,07,30,50.3,0.0,33,50.8,0.1,134,57.8,0.0,13,1,0.9V,,,"(5,207)",S PART OF KII CHANNEL
,07,36,17.2,0.1,31,55.2,0.4,131,48.4,0.8,35,1,1.1V,,,"(7,300)",HYUGANADA REGION
,07,40,58.9,0.4,23,22.5,1.9,123,44.7,1.2,47,,2.2v,,,"(7,290)",NEAR ISHIGAKIJIMA ISLAND
,07,48,28.6,0.1,31,52.5,0.1,129,19.9,0.2,4,2,1.9V,,,"(7,284)",SW OFF KYUSHU
,07,58,44.2,0.0,31,25.5,0.1,130,37.8,0.0,11,1,0.5V,,,"(7,275)",SATSUMA PENINSULA REGION
,08,00,53.1,0.0,31,57.9,0.1,130,25.1,0.1,7,0,0.2v,,,"(7,273)",NW KAGOSHIMA PREF
,08,07,46.6,0.0,35,11.8,0.1,135,57.1,0.1,17,0,0.6V,,,"(5,196)",NW SHIGA PREF
,08,09,18.1,0.0,41,09.3,0.1,139,42.2,0.3,20,2,0.7V,,,"(2, 59)",W OFF AOMORI PREF
,08,10,23.6,0.0,34,05.1,0.1,135,19.0,0.1,8,1,0.3V,,,"(5,190)",NW WAKAYAMA PREF
,08,21,03.7,0.1,41,11.6,0.6,143,04.2,0.9,56,,2.1V,,,"(2, 60)",E OFF AOMORI PREF
,08,24,33.9,0.2,42,31.3,0.4,142,57.1,0.7,31,2,1.2V,,,"(1, 11)",HIDAKA MOUNTAINS REGION
,08,32,38.7,0.1,29,31.9,0.4,130,12.7,0.4,24,,1.6v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,08,43,23.4,0.0,37,04.2,0.0,139,01.1,0.1,7,0,0.7V,,,"(4,132)",MID NIIGATA PREF
,08,55,52.8,0.3,43,36.1,1.8,147,23.9,1.7,56,,2.7V,,,"(1, 26)",E OFF HOKKAIDO
,08,58,49.9,0.1,25,50.5,1.5,130,12.2,0.6,41,,3.5V,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,09,01,24.1,0.1,38,59.2,0.4,138,34.9,0.6,15,3,1.3V,,,"(2, 57)",W OFF YAMAGATA PREF
,09,08,09.1,0.0,35,11.8,0.1,135,57.2,0.1,16,0,0.5V,,,"(5,196)",NW SHIGA PREF
,09,08,24.6,0.0,35,13.4,0.0,135,53.7,0.1,11,0,1.2V,,,"(5,196)",NW SHIGA PREF
,09,41,58.5,0.1,36,56.7,0.5,140,23.2,0.7,09,1,1.1V,,,"(2, 55)",MID FUKUSHIMA PREF
,09,43,19.1,0.1,36,25.9,0.3,140,56.5,0.7,41,1,0.8V,,,"(3,111)",E OFF IBARAKI PREF
,09,57,51.0,0.2,28,07.5,1.0,129,46.3,0.5,37,3,0.9v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,09,59,15.8,0.2,38,53.2,0.4,142,33.6,0.9,32,4,1.2V,,,"(2, 65)",E OFF MIYAGI PREF
,10,00,33.2,0.0,33,47.1,0.1,135,17.2,0.1,21,0,0.9V,,,"(5,191)",CENTRAL WAKAYAMA PREF
,10,17,12.0,0.2,42,56.8,0.6,143,21.8,0.8,19,2,1.8V,,,"(1,  9)",TOKACHI REGION
,10,21,01.5,0.0,33,29.2,0.2,132,18.1,0.2,44,1,0.5V,,,"(6,244)",IYONADA SETONAIKAI
,10,23,07.7,0.1,34,34.4,0.4,139,50.4,0.5,22,2,1.9V,,,"(3,106)",FAR S OFF BOSO PENINSULA
,10,27,34.6,0.0,34,01.6,0.1,135,15.7,0.2,8,1,0.3V,,,"(5,190)",NW WAKAYAMA PREF
,10,56,46.4,0.2,28,19.9,0.9,129,36.6,0.5,38,2,2.0v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,11,09,26.3,0.0,36,27.6,0.1,140,32.4,0.3,27,1,1.6V,,,"(3, 86)",NORTHERN IBARAKI PREF
,11,24,47.3,0.0,33,50.7,0.2,134,57.7,0.1,12,1,0.9V,,,"(5,207)",S PART OF KII CHANNEL
,11,30,29.2,0.0,39,54.4,0.2,139,59.1,0.2,15,1,0.8V,,,"(2, 45)",OGA PENINSULA REGION
,11,32,50.7,0.0,38,46.4,0.1,140,44.8,0.1,4,1,1.4V,,,"(2, 50)",NORTHERN MIYAGI PREF
,11,44,14.6,0.0,33,33.7,0.1,133,43.7,0.1,7,1,1.1V,,,"(6,233)",MID KOCHI PREF
,12,05,45.1,0.1,23,48.5,0.5,122,08.1,0.3,24,,2.8V,,,"(8,311)",TAIWAN REGION
,12,15,55.2,0.1,24,59.3,0.8,125,59.2,0.6,62,1,2.5V,,,"(7,293)",NEAR MIYAKOJIMA ISLAND
,12,18,05.1,0.3,42,53.8,0.8,139,28.8,1.6,33,3,1.9V,,,"(1, 18)",SW OFF HOKKAIDO
,12,24,13.2,0.0,39,08.4,0.1,140,55.0,0.1,8,1,0.3V,,,"(2, 49)",SOUTHERN IWATE PREF
,12,50,21.3,0.1,36,17.6,0.3,140,04.7,0.4,69,1,0.9V,,,"(3, 88)",SW IBARAKI PREF
,12,50,47.6,0.0,32,59.1,0.1,130,30.8,0.1,9,0,0.2v,,,"(7,264)",NORTHERN ARIAKEKAI REG
,12,53,46.1,0.0,32,40.5,0.1,129,48.1,0.2,7,1,0.1v,,,"(7,267)",NEAR UNZENDAKE
,13,00,08.7,0.3,24,13.2,0.9,125,09.0,0.6,0,,2.1v,,,"(7,293)",NEAR MIYAKOJIMA ISLAND
,13,11,38.3,0.0,35,02.3,0.1,135,42.0,0.1,5,1,0.0V,,,"(5,184)",KYOTO OSAKA BORDER REG
,13,11,53.9,0.0,34,57.3,0.1,135,26.6,0.1,11,0,0.8V,,,"(5,184)",KYOTO OSAKA BORDER REG
,13,16,53.8,0.0,37,23.0,0.1,138,59.1,0.2,9,1,0.6V,,,"(4,132)",MID NIIGATA PREF
,13,22,46.8,0.1,42,55.6,0.5,145,11.1,0.7,86,1,3.1V,,,"(1, 27)",OFF NEMURO PENINSULA
,13,23,24.5,0.0,38,53.2,0.2,141,39.8,0.5,67,1,1.0V,,,"(2, 50)",NORTHERN MIYAGI PREF
,13,24,10.0,0.0,42,23.8,0.1,144,59.0,0.4,46,1,1.5v,,,"(1, 27)",OFF NEMURO PENINSULA
,13,26,44.7,0.0,35,02.3,0.0,135,42.1,0.0,5,0,0.4V,,,"(5,184)",KYOTO OSAKA BORDER REG
,13,26,48.4,0.0,38,55.6,0.1,140,52.4,0.1,6,1,1.5V,,,"(2, 49)",SOUTHERN IWATE PREF
,13,28,12.4,0.0,38,55.9,0.1,140,52.3,0.1,7,1,0.6V,,,"(2, 49)",SOUTHERN IWATE PREF
,13,40,33.3,0.0,34,11.4,0.1,136,16.8,0.1,34,1,0.8V,,,"(5,200)",SOUTHERN MIE PREF
,13,46,48.9,0.0,32,59.2,0.0,130,30.7,0.0,11,0,1.7V,,,"(7,264)",NORTHERN ARIAKEKAI REG
,13,49,22.0,0.1,37,30.7,0.3,141,32.3,0.6,45,2,4.8D,5.1V,3,"(2, 69)",E OFF FUKUSHIMA PREF
,13,52,51.6,0.2,25,59.1,0.9,128,30.7,1.1,39,4,2.6V,,,"(7,294)",NEAR OKINAWAJIMA ISLAND
,14,06,25.5,0.0,38,23.1,0.2,141,14.0,0.3,78,1,2.2V,,,"(2, 67)",SENDAI BAY REGION
,14,31,21.6,0.1,37,29.8,0.3,141,32.7,0.8,45,2,1.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,14,35,38.6,0.0,34,59.9,0.1,137,48.3,0.1,8,0,0.2V,,,"(4,158)",SW SHIZUOKA PREF
,14,53,52.0,0.1,40,21.3,0.3,141,58.7,0.5,43,1,2.1V,,,"(2, 61)",NE OFF IWATE PREF
,14,57,36.7,0.0,33,50.7,0.1,135,43.8,0.2,43,1,0.7V,,,"(5,192)",SOUTHERN WAKAYAMA PREF
,15,07,21.5,0.0,32,32.2,0.1,131,20.6,0.1,13,0,0.0v,,,"(7,278)",NORTHERN MIYAZAKI PREF
,15,09,32.4,0.0,33,59.7,0.2,135,30.5,0.2,54,1,0.8V,,,"(5,191)",CENTRAL WAKAYAMA PREF
,15,10,16.1,0.0,34,47.2,0.0,136,24.3,0.2,13,0,0.7V,,,"(5,198)",NORTHERN MIE PREF
,15,11,48.6,0.0,34,41.5,0.0,135,44.0,0.1,7,1,0.9V,,,"(5,194)",NORTHERN NARA PREF
,15,13,45.7,0.2,38,45.7,0.5,142,15.6,0.9,34,4,0.9V,,,"(2, 65)",E OFF MIYAGI PREF
,15,15,47.5,0.1,33,45.9,0.3,130,06.6,0.2,9,1,,,,"(7,281)",NW OFF KYUSHU
,15,16,04.9,0.0,39,12.2,0.1,141,13.5,0.1,11,1,1.2V,,,"(2, 49)",SOUTHERN IWATE PREF
,15,24,09.7,0.0,34,51.0,0.2,137,40.7,0.2,36,1,0.2V,,,"(4,159)",HAMANAKO LAKE REGION
,15,27,57.9,0.1,41,10.0,0.3,142,20.6,0.6,70,3,1.7V,,,"(2, 60)",E OFF AOMORI PREF
,15,28,22.7,0.0,35,58.2,0.2,136,19.4,0.2,8,1,0.5V,,,"(4,137)",CENTRAL FUKUI PREF
,15,29,08.1,0.0,33,06.9,0.2,132,01.0,0.2,50,1,0.9V,,,"(6,245)",BUNGO CHANNEL
,15,33,34.7,0.0,28,47.8,0.2,130,01.4,0.3,22,1,1.3v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,15,33,51.6,0.3,25,45.9,4.3,130,04.0,1.3,41,,2.2v,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,15,36,00.9,0.2,24,11.2,0.7,125,11.4,0.5,0,,2.2V,,,"(7,293)",NEAR MIYAKOJIMA ISLAND
,15,42,44.8,0.0,35,21.9,0.1,135,59.2,0.1,12,1,0.5V,,,"(5,196)",NW SHIGA PREF
,15,44,08.0,0.2,42,08.6,1.0,142,32.7,0.8,56,2,0.6v,,,"(1, 30)",S OFF URAKAWA
,15,52,07.5,0.0,37,11.1,0.1,139,39.5,0.1,7,1,0.5V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,15,54,05.6,0.1,28,38.5,0.3,129,39.8,1.0,21,2,1.6v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,15,54,28.9,0.2,35,37.1,0.5,140,16.5,0.9,40,2,1.1V,,,"(3, 93)",CENTRAL CHIBA PREF
,15,56,51.5,0.3,42,09.7,1.2,142,31.0,1.4,36,3,0.8v,,,"(1, 30)",S OFF URAKAWA
,15,58,16.2,0.0,30,39.7,0.2,131,10.5,0.5,38,1,1.3v,,,"(7,298)",NEAR TANEGASHIMA ISLAND
,16,01,13.1,0.0,37,03.7,0.2,139,29.4,0.2,9,1,0.3V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,16,03,15.7,0.2,42,01.6,0.8,142,36.2,0.8,64,2,3.4V,,,"(1, 30)",S OFF URAKAWA
,16,03,43.2,0.1,28,38.4,0.2,129,39.6,0.7,21,1,1.7v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,16,14,39.7,0.0,35,54.9,0.1,137,40.3,0.1,10,1,0.3V,,,"(4,148)",WESTERN NAGANO PREF
,16,18,53.1,0.1,28,46.3,0.2,128,35.0,0.7,14,,1.4v,,,"(7,285)",NEAR TOKARA ISLANDS
,16,27,36.5,0.0,33,53.2,0.0,135,44.6,0.1,18,0,2.1V,,,"(5,192)",SOUTHERN WAKAYAMA PREF
,16,30,42.6,0.0,33,10.5,0.1,132,06.1,0.1,42,1,0.5V,,,"(6,245)",BUNGO CHANNEL
,16,46,55.3,0.0,32,50.1,0.1,129,46.3,0.3,5,1,0.5V,,,"(7,266)",NAGASAKI PREF
