Day,Hour,Minute,Second,Time +/-,LAT_D,LAT_M,LAT +/-,LONG_D,LONG_M,LONG +/-,Depth (KM),Depth +/-,Mag 1,Mag 2,MAX_INTENSITY,"(District, Region)",REGION NAME
,01,30,31.9,0.0,36,06.0,0.0,137,27.2,0.1,7,1,0.3V,,,"(4,141)",NORTHERN GIFU PREF
,01,40,33.7,0.0,39,04.7,0.1,140,55.4,0.1,7,1,2.6V,,,"(2, 49)",SOUTHERN IWATE PREF
,01,42,39.7,0.0,39,04.6,0.1,140,55.2,0.2,6,1,0.5V,,,"(2, 49)",SOUTHERN IWATE PREF
,01,44,16.2,0.3,26,16.8,2.0,124,37.0,1.9,71,,3.4V,,,"(7,288)",NW OFF MIYAKOJIMA ISLAND
,01,44,21.2,0.1,37,04.3,0.4,138,24.0,0.3,8,1,0.4V,,,"(4,132)",MID NIIGATA PREF
,01,52,28.5,0.2,36,03.6,0.4,141,18.5,0.9,26,3,1.0V,,,"(3,112)",FAR E OFF IBARAKI PREF
,02,01,10.2,0.1,37,00.4,0.5,141,19.6,1.3,73,2,1.2V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,02,03,04.0,0.0,34,57.9,0.1,135,26.2,0.1,11,0,0.1V,,,"(5,184)",KYOTO OSAKA BORDER REG
,02,05,10.2,0.0,32,42.6,0.0,130,36.7,0.1,11,1,0.4V,,,"(7,269)",NW KUMAMOTO PREF
,02,05,29.5,0.0,37,17.9,0.1,138,50.1,0.3,13,0,0.2V,,,"(4,132)",MID NIIGATA PREF
,02,06,02.1,0.0,34,04.2,0.1,135,10.4,0.1,6,1,0.2V,,,"(5,190)",NW WAKAYAMA PREF
,02,10,15.6,0.1,24,11.8,0.4,123,34.6,0.3,17,2,1.3v,,,"(7,290)",NEAR ISHIGAKIJIMA ISLAND
,02,16,40.7,0.0,33,39.3,0.1,130,17.9,0.2,11,1,0.1v,,,"(7,262)",CENTRAL FUKUOKA PREF
,02,18,29.1,0.3,32,59.2,0.8,142,29.3,1.4,41,,3.0V,,,"(8,329)",FAR E OFF IZU ISLANDS
,02,21,23.7,0.1,24,44.5,0.9,125,24.6,0.7,46,1,2.0V,,,"(7,293)",NEAR MIYAKOJIMA ISLAND
,02,22,30.3,0.3,40,05.0,0.8,142,20.2,1.9,42,4,0.4V,,,"(2, 61)",NE OFF IWATE PREF
,02,29,19.3,0.0,35,17.2,0.1,137,27.8,0.0,10,0,0.2V,,,"(4,140)",SE GIFU PREF
,02,32,49.4,0.0,34,53.9,0.2,137,17.5,0.2,35,0,0.1V,,,"(4,162)",MIKAWA BAY REGION
,02,39,26.0,0.1,34,59.4,0.5,140,38.7,0.8,65,2,2.0V,,,"(3,108)",SE OFF BOSO PENINSULA
,02,42,22.9,0.4,33,42.7,3.4,138,54.4,2.2,70,,2.6V,,,"(3,104)",NEAR MIYAKEJIMA ISLAND
,02,45,35.9,0.1,35,48.8,0.5,141,06.6,0.8,32,1,1.5V,,,"(3,110)",NEAR CHOSHI CITY
,02,46,15.7,0.2,43,29.8,0.9,147,41.2,1.2,28,,4.6V,,,"(1, 26)",E OFF HOKKAIDO
,02,48,27.1,0.2,25,59.4,1.5,129,21.0,1.0,43,,2.3V,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,02,58,17.5,0.1,35,47.4,0.2,140,00.2,0.3,43,1,0.7V,,,"(3, 92)",NORTHERN CHIBA PREF
,03,01,03.4,0.0,33,21.9,0.1,130,55.5,0.2,10,1,,,,"(7,280)",NORTHERN OITA PREF
8,03,08,50.7,0.1,39,59.7,0.2,141,41.3,0.4,59,1,0.4V,,,"(2, 48)",NORTHERN IWATE PREF
,03,11,12.9,0.0,39,04.4,0.1,140,55.7,0.2,7,1,0.6V,,,"(2, 49)",SOUTHERN IWATE PREF
,03,12,37.3,0.0,39,13.1,0.2,140,48.4,0.2,5,1,0.0V,,,"(2, 49)",SOUTHERN IWATE PREF
,03,16,35.8,0.0,34,12.7,0.1,135,06.4,0.1,7,1,0.1V,,,"(5,190)",NW WAKAYAMA PREF
,03,16,55.9,0.0,39,04.2,0.1,140,53.6,0.1,8,1,2.6V,,,"(2, 49)",SOUTHERN IWATE PREF
,03,17,05.6,0.0,33,22.1,0.0,130,55.2,0.2,11,1,0.2V,,,"(7,280)",NORTHERN OITA PREF
,03,24,05.3,0.1,42,16.9,0.2,139,19.5,0.4,16,1,0.5v,,,"(1, 18)",SW OFF HOKKAIDO
,03,31,07.7,0.1,41,12.4,0.1,141,35.4,0.5,10,1,0.5v,,,"(2, 60)",E OFF AOMORI PREF
,03,31,29.1,0.0,37,29.4,0.1,139,57.0,0.1,12,1,0.4V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,03,31,34.4,0.1,37,29.4,0.2,139,57.1,0.2,15,1,0.3V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,03,31,35.2,0.1,41,12.1,0.1,141,37.5,0.6,12,1,1.0V,,,"(2, 60)",E OFF AOMORI PREF
,03,37,11.3,0.0,35,22.9,0.1,133,47.8,0.1,3,1,0.1V,,,"(6,221)",EASTERN TOTTORI PREF
,03,39,43.5,0.0,35,31.3,0.1,139,07.0,0.1,22,1,0.3V,,,"(4,152)",EASTERN YAMANASHI PREF
,03,44,21.0,0.1,36,13.6,0.2,140,51.2,0.6,43,1,0.6V,,,"(3,111)",E OFF IBARAKI PREF
,03,45,41.3,0.2,28,17.3,1.1,129,42.1,0.3,29,3,1.5v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,03,47,31.3,0.2,25,57.3,1.4,129,19.3,0.9,45,,2.3v,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,03,53,54.3,0.0,37,15.9,0.1,138,53.8,0.2,13,1,0.8V,,,"(4,132)",MID NIIGATA PREF
,03,54,07.0,0.2,25,58.9,1.6,129,20.2,1.1,45,,2.3V,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,03,57,23.4,0.0,38,42.9,0.1,140,35.2,0.1,9,1,0.4V,,,"(2, 52)",NORTHERN YAMAGATA PREF
,04,01,04.8,0.0,32,39.3,0.1,129,58.0,0.2,12,1,0.4V,,,"(7,267)",NEAR UNZENDAKE
,04,07,46.2,0.0,35,38.2,0.1,134,56.7,0.0,11,1,1.1V,,,"(5,182)",NORTHERN KYOTO PREF
,04,07,56.2,0.0,32,42.2,0.1,130,09.5,0.1,16,1,0.7V,,,"(7,267)",NEAR UNZENDAKE
,04,07,56.7,0.1,37,19.5,0.3,140,39.7,0.5,80,1,0.5V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,04,10,23.4,0.0,39,06.0,0.1,140,54.7,0.2,8,1,0.1V,,,"(2, 49)",SOUTHERN IWATE PREF
,04,12,54.3,0.3,28,38.5,2.0,128,45.4,2.4,41,,2.3V,,,"(7,285)",NEAR TOKARA ISLANDS
,04,13,26.5,0.0,39,02.2,0.1,140,50.2,0.1,6,1,1.2V,,,"(2, 49)",SOUTHERN IWATE PREF
,04,15,10.8,0.2,28,46.1,0.4,128,35.4,1.0,16,5,,,,"(7,285)",NEAR TOKARA ISLANDS
,04,20,58.0,0.0,35,12.4,0.1,135,59.5,0.1,14,1,0.5V,,,"(5,196)",NW SHIGA PREF
,04,21,10.7,0.1,36,06.0,0.3,139,41.4,0.3,86,1,3.2V,,,"(3, 88)",SW IBARAKI PREF          NPS
,04,26,19.7,0.4,43,28.3,2.1,147,06.2,2.0,36,,2.3V,,,"(1, 26)",E OFF HOKKAIDO
,04,27,16.1,0.1,31,44.6,0.2,130,55.6,0.3,83,1,1.1V,,,"(7,274)",NEAR KAGOSHIMA CITY
,04,51,01.5,0.2,34,31.3,0.7,140,12.3,0.7,55,2,1.8V,,,"(3,106)",FAR S OFF BOSO PENINSULA
,04,59,03.7,0.1,39,22.8,0.3,141,12.1,0.4,84,1,0.6V,,,"(2, 49)",SOUTHERN IWATE PREF
,05,00,04.2,0.1,37,19.0,0.3,136,44.9,0.5,9,1,2.0V,,,"(4,135)",NOTO PENINSULA REGION
,05,01,30.7,0.0,38,37.8,0.1,141,41.3,0.4,62,1,0.6V,,,"(2, 66)",KINKAZAN REGION
,05,09,02.8,0.4,47,06.2,3.0,145,35.0,4.3,89,,3.6V,,,"(8,323)",SOUTHERN SEA OF OKHOTSK
,05,11,43.7,0.0,37,01.6,0.1,139,21.8,0.1,8,1,0.5V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,05,14,17.3,0.2,25,52.4,2.7,130,09.3,1.1,41,,,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,05,15,23.9,0.0,39,02.0,0.1,140,50.4,0.1,7,1,1.0V,,,"(2, 49)",SOUTHERN IWATE PREF
,05,16,58.2,0.0,35,30.5,0.1,135,52.7,0.1,11,1,0.1V,,,"(5,181)",WESTERN FUKUI PREF
,05,20,56.9,0.3,37,14.3,0.7,142,10.8,1.1,24,5,2.7V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,05,23,25.0,0.0,34,24.8,0.1,135,52.3,0.1,10,1,0.9V,,,"(5,194)",NORTHERN NARA PREF
,05,27,07.1,0.2,25,58.6,1.6,129,20.2,1.0,45,,2.3v,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,05,33,20.8,0.2,37,27.3,0.5,139,47.2,0.7,38,2,0.2V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,05,33,56.8,0.2,37,27.7,0.4,139,46.9,0.5,35,1,0.2V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,05,37,47.2,0.4,42,54.1,1.6,142,40.6,2.0,96,3,0.5V,,,"(1, 11)",HIDAKA MOUNTAINS REGION
,05,57,28.9,0.8,20,51.2,3.5,122,08.8,1.3,11,,3.9v,,,"(8,341)",PHILIPPINE ISL REGION
,05,57,37.3,0.0,35,26.2,0.0,138,43.8,0.1,9,1,0.1V,,,"(4,153)",MT. FUJI REGION
,06,02,04.5,0.0,33,39.1,0.1,130,21.3,0.1,14,0,0.3V,,,"(7,261)",NE FUKUOKA PREF
,06,03,12.4,0.0,35,06.8,0.1,137,27.2,0.1,43,0,1.1V,,,"(4,160)",NE AICHI PREF
,06,07,24.9,0.1,22,25.1,0.6,121,44.6,0.3,23,,3.3V,,,"(8,311)",TAIWAN REGION
,06,08,59.8,0.0,35,12.7,0.1,135,37.1,0.1,5,1,0.1V,,,"(5,183)",MID KYOTO PREF
,06,13,58.3,0.0,32,30.6,0.1,130,54.8,0.2,11,1,0.3V,,,"(7,271)",SOUTHERN KUMAMOTO PREF
,06,16,13.0,0.0,35,06.3,0.1,137,27.4,0.1,44,0,0.7V,,,"(4,160)",NE AICHI PREF
,06,16,42.8,0.2,25,58.7,1.2,129,20.1,0.8,42,,2.4v,,,"(7,295)",NEAR MINAMI-DAITOJIMA IS
,06,16,57.0,0.0,40,37.7,0.3,140,28.3,0.1,12,1,0.3V,,,"(2, 44)",WESTERN AOMORI PREF
,06,18,34.5,0.0,38,55.1,0.1,140,51.4,0.1,7,0,0.2V,,,"(2, 49)",SOUTHERN IWATE PREF
,06,21,25.2,0.0,34,01.4,0.1,135,16.1,0.1,8,1,0.1v,,,"(5,190)",NW WAKAYAMA PREF
,06,24,22.7,0.0,32,33.6,0.2,129,59.2,0.2,11,1,0.0V,,,"(7,283)",W OFF AMAKUSA ISLAND
,06,27,11.5,0.1,42,02.8,0.5,139,17.8,0.8,9,1,1.1V,,,"(1, 18)",SW OFF HOKKAIDO
,06,32,00.2,0.1,43,46.1,2.1,143,22.6,2.9,74,,0.7v,,,"(1,  4)",ABASHIRI REGION
,06,42,19.8,0.1,35,23.3,0.5,140,21.5,0.8,59,2,3.1V,,1,"(3, 94)",KUJUKURI COAST BOSO PEN
,06,44,57.6,0.2,24,47.1,1.0,125,20.9,0.8,46,1,1.7V,,,"(7,293)",NEAR MIYAKOJIMA ISLAND
,06,46,06.7,0.0,35,54.3,0.1,138,09.3,0.1,7,0,0.4V,,,"(4,150)",AKAISHI MOUNTAINS REG
,06,52,29.6,0.0,34,12.5,0.1,135,19.4,0.1,6,1,0.6V,,,"(5,190)",NW WAKAYAMA PREF
,06,54,51.0,0.0,35,43.5,0.1,136,37.7,0.1,10,1,0.3V,,,"(4,139)",SW GIFU PREF
,06,55,00.6,0.0,34,54.7,0.1,135,32.0,0.1,9,1,0.5v,,,"(5,184)",KYOTO OSAKA BORDER REG
,06,57,01.9,0.1,36,45.9,0.3,141,19.4,0.9,38,3,0.9V,,,"(3,111)",E OFF IBARAKI PREF
,07,06,00.4,0.1,43,06.6,0.4,143,36.8,0.6,34,1,3.1V,,,"(1,  9)",TOKACHI REGION
,07,08,06.1,0.0,39,02.9,0.1,140,52.3,0.1,7,1,1.6V,,,"(2, 49)",SOUTHERN IWATE PREF
,07,09,44.5,0.0,33,22.0,0.1,130,55.2,0.2,10,1,0.2V,,,"(7,280)",NORTHERN OITA PREF
,07,10,07.1,0.0,35,21.7,0.1,133,16.3,0.1,6,1,0.1V,,,"(6,222)",WESTERN TOTTORI PREF
,07,11,20.7,0.0,35,21.7,0.1,133,44.9,0.1,9,0,0.3V,,,"(6,221)",EASTERN TOTTORI PREF
,07,11,23.7,0.0,35,07.5,0.1,132,23.4,0.1,12,0,0.1V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,07,26,46.9,0.0,39,04.0,0.1,140,56.6,0.1,8,1,1.0V,,,"(2, 49)",SOUTHERN IWATE PREF
,07,30,04.9,0.0,38,55.9,0.1,140,52.0,0.1,6,1,0.8V,,,"(2, 49)",SOUTHERN IWATE PREF
,07,49,50.4,0.1,23,46.1,0.3,121,38.6,1.0,32,2,2.7v,,,"(8,311)",TAIWAN REGION
,07,53,28.4,0.1,34,52.4,0.5,139,55.7,0.6,55,2,2.1V,,,"(3,108)",SE OFF BOSO PENINSULA
,07,54,51.5,0.4,45,01.7,1.0,141,37.3,1.6,0,,0.7V,,,"(1, 21)",NW OFF HOKKAIDO
,08,16,22.6,0.1,37,37.5,0.3,141,29.7,0.8,70,2,1.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,08,17,54.8,0.2,37,20.1,0.5,141,54.3,0.9,34,4,3.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,08,24,21.5,0.0,33,29.2,0.2,132,19.0,0.2,44,1,0.6V,,,"(6,244)",IYONADA SETONAIKAI
,08,30,05.0,0.0,32,29.2,0.1,130,34.9,0.1,11,1,0.2V,,,"(7,271)",SOUTHERN KUMAMOTO PREF
,08,30,32.2,0.1,36,14.6,0.2,141,01.3,0.7,44,1,1.9V,,,"(3,111)",E OFF IBARAKI PREF
,08,46,37.4,0.0,41,30.5,0.2,142,10.0,0.2,40,1,,,,"(2, 60)",E OFF AOMORI PREF
,09,25,15.4,0.1,36,07.2,0.2,137,34.3,0.4,7,3,0.2V,,,"(4,148)",WESTERN NAGANO PREF
,09,25,23.0,0.0,35,25.2,0.1,137,34.2,0.1,16,1,1.4V,,,"(4,140)",SE GIFU PREF
,09,26,17.3,0.2,38,25.4,0.7,142,26.3,0.6,24,4,1.1V,,,"(2, 65)",E OFF MIYAGI PREF
,09,29,18.5,0.1,41,51.2,0.2,139,51.1,0.4,15,2,0.6V,,,"(1, 18)",SW OFF HOKKAIDO
,09,33,43.8,0.4,25,13.0,1.7,128,08.0,1.3,64,,3.3V,,,"(7,294)",NEAR OKINAWAJIMA ISLAND
,09,35,38.3,0.0,38,51.6,0.1,140,49.5,0.1,5,1,0.4V,,,"(2, 50)",NORTHERN MIYAGI PREF
,09,45,08.8,0.0,35,05.3,0.0,137,41.7,0.1,10,0,0.3V,,,"(4,160)",NE AICHI PREF
,09,55,39.4,0.0,32,22.7,0.1,130,39.9,0.1,9,1,0.1V,,,"(7,271)",SOUTHERN KUMAMOTO PREF
,09,58,50.3,0.1,31,35.3,0.3,129,39.2,0.7,8,1,1.4V,,,"(7,284)",SW OFF KYUSHU
,10,00,40.0,0.1,36,46.0,0.3,141,21.5,0.7,34,2,1.2V,,,"(3,111)",E OFF IBARAKI PREF
,10,03,56.7,0.6,44,48.5,2.4,147,20.1,4.2,47,,3.5V,,,"(1, 24)",NEAR ETOROFU ISLAND
,10,12,50.3,0.1,43,50.3,0.2,142,04.1,0.1,18,1,0.3v,,,"(1,  3)",KAMIKAWA-SORACHI REGION
,10,15,39.0,0.0,35,44.9,0.1,136,48.6,0.1,9,1,0.1V,,,"(4,139)",SW GIFU PREF
,10,17,13.5,0.1,36,36.5,0.2,136,53.7,0.2,16,1,0.4V,,,"(4,134)",TOYAMA PREF
,10,17,14.2,0.0,38,58.5,0.2,140,47.9,0.2,22,1,0.8V,,,"(2, 47)",SOUTHERN AKITA PREF
,10,18,22.6,0.0,39,01.1,0.1,140,50.9,0.2,6,1,0.9V,,,"(2, 49)",SOUTHERN IWATE PREF
,10,19,13.3,0.2,36,45.4,0.5,141,18.1,1.4,46,3,0.7V,,,"(3,111)",E OFF IBARAKI PREF
,10,20,44.3,0.3,36,24.0,1.2,141,15.7,1.6,59,,1.0v,,,"(3,111)",E OFF IBARAKI PREF
,10,21,54.2,0.0,35,19.2,0.2,138,43.9,0.1,12,1,1.5V,,,"(4,153)",MT. FUJI REGION
,10,22,21.8,0.0,27,27.4,1.0,128,41.7,1.5,35,1,1.5v,,,"(7,294)",NEAR OKINAWAJIMA ISLAND
,10,28,10.9,0.0,32,31.9,0.2,132,06.3,0.2,29,1,1.0v,,,"(7,300)",HYUGANADA REGION
,10,44,33.8,0.0,32,38.2,0.2,129,54.3,0.3,9,1,0.8V,,,"(7,267)",NEAR UNZENDAKE
,10,48,35.2,0.1,39,43.1,0.1,142,18.0,0.5,26,1,1.0V,,,"(2, 62)",E OFF IWATE PREF
,10,56,33.8,0.1,30,33.1,0.6,142,26.5,2.2,50,,4.6V,,,"(8,331)",NEAR TORISHIMA IS
,11,00,52.4,0.3,42,39.8,0.7,142,55.4,0.9,46,3,0.8V,,,"(1, 11)",HIDAKA MOUNTAINS REGION
8,11,01,15.0,0.2,35,23.7,0.6,140,18.5,1.1,27,3,1.3V,,,"(3, 94)",KUJUKURI COAST BOSO PEN
,11,03,20.0,0.0,34,57.5,0.1,135,31.3,0.1,13,1,0.7V,,,"(5,184)",KYOTO OSAKA BORDER REG
,11,14,40.1,0.1,38,58.0,0.1,139,31.9,0.5,19,2,0.9V,,,"(2, 57)",W OFF YAMAGATA PREF
,11,20,33.9,0.0,38,41.0,0.1,141,04.1,0.1,10,1,1.9V,,,"(2, 50)",NORTHERN MIYAGI PREF
,11,24,19.0,0.1,28,48.3,0.3,128,34.2,0.7,17,4,1.6V,,,"(7,286)",NW OFF AMAMI-OSHIMA IS
,11,29,41.1,0.2,36,13.2,0.4,140,59.8,1.1,43,2,1.6V,,,"(3,111)",E OFF IBARAKI PREF
,11,32,40.2,0.1,34,38.9,0.5,138,32.7,0.4,19,2,0.4v,,,"(4,173)",SOUTHERN SURUGA BAY REG
,11,32,47.0,0.1,34,38.2,0.4,138,33.6,0.2,22,1,1.1V,,,"(4,173)",SOUTHERN SURUGA BAY REG
,11,33,36.2,0.2,37,22.3,0.7,141,51.8,1.1,27,,1.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,11,36,17.5,0.1,39,19.6,0.2,142,09.2,0.6,43,1,0.7V,,,"(2, 62)",E OFF IWATE PREF
,11,52,05.7,0.3,30,52.9,0.6,131,26.7,1.5,31,4,1.4V,,,"(7,299)",SE OFF OSUMI PEN
,11,56,32.7,0.0,32,36.1,0.1,129,57.6,0.2,6,1,0.2V,,,"(7,267)",NEAR UNZENDAKE
,12,00,15.5,0.0,34,03.2,0.1,135,15.2,0.1,8,1,0.4V,,,"(5,190)",NW WAKAYAMA PREF
,12,01,34.0,0.1,36,23.4,0.1,137,39.4,0.1,1,1,0.7V,,,"(4,143)",HIDA MOUNTAINS REGION
,12,02,05.8,0.4,23,31.2,1.6,124,14.4,1.4,44,,1.9V,,,"(7,290)",NEAR ISHIGAKIJIMA ISLAND
,12,03,55.1,0.0,41,10.7,0.1,140,50.1,0.2,9,1,0.9V,,,"(2, 42)",SHIMOKITA PENINSULA REG
,12,05,02.0,0.2,32,56.9,1.0,140,42.4,0.8,40,,2.7V,,,"(8,330)",E OFF HACHIJOJIMA ISLAND
,12,06,05.8,0.0,43,26.3,0.0,142,58.3,0.2,2,1,0.2v,,,"(1, 10)",TAISETSU MOUNTAINS REG
,12,15,43.0,0.2,28,45.9,0.2,128,38.6,1.0,9,,1.4v,,,"(7,285)",NEAR TOKARA ISLANDS
,12,16,40.8,0.0,33,22.2,0.0,130,54.6,0.1,11,1,0.6V,,,"(7,280)",NORTHERN OITA PREF
,12,17,04.7,0.0,33,22.0,0.0,130,55.2,0.1,11,0,0.4V,,,"(7,280)",NORTHERN OITA PREF
,12,17,09.7,0.0,33,22.1,0.1,130,54.7,0.1,11,1,0.8V,,,"(7,280)",NORTHERN OITA PREF
,12,20,53.8,0.0,41,26.6,0.3,141,16.4,0.2,7,3,0.6v,,,"(1, 17)",TSUGARU STRAIT REGION
,12,30,23.5,0.3,29,47.1,1.1,130,42.5,1.8,40,3,2.1v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,12,31,35.7,0.1,36,11.6,0.6,140,19.5,0.8,96,1,1.3V,,,"(3, 87)",SOUTHERN IBARAKI PREF
,12,34,27.2,0.0,34,59.0,0.1,132,46.5,0.1,9,1,0.4V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,12,35,38.9,0.1,40,31.5,0.5,141,22.2,0.7,88,1,0.9V,,,"(2, 43)",EASTERN AOMORI PREF
,12,41,37.2,0.0,33,21.9,0.1,130,54.9,0.1,12,1,0.4V,,,"(7,280)",NORTHERN OITA PREF
,12,43,12.6,0.1,39,50.9,0.3,141,50.5,0.6,69,1,0.2V,,,"(2, 48)",NORTHERN IWATE PREF
,12,43,43.3,0.1,39,03.1,0.2,140,55.1,0.4,7,1,0.3V,,,"(2, 49)",SOUTHERN IWATE PREF
,12,47,57.5,0.4,41,34.7,1.9,142,54.2,2.6,46,,0.1v,,,"(2, 60)",E OFF AOMORI PREF
,12,51,14.5,0.0,36,27.4,0.1,138,09.0,0.2,4,0,0.2v,,,"(4,145)",NEAR MATSUSHIRO
,12,52,37.5,0.2,28,47.9,0.3,128,34.6,1.0,18,,2.3v,,,"(7,285)",NEAR TOKARA ISLANDS
,12,59,45.7,0.1,43,27.7,0.3,142,32.8,0.5,8,1,0.3V,,,"(1,  3)",KAMIKAWA-SORACHI REGION
,13,02,13.8,0.0,33,50.3,0.1,134,57.8,0.0,11,1,1.0V,,,"(5,207)",S PART OF KII CHANNEL
,13,05,01.7,0.2,36,19.3,0.7,139,14.3,0.8,06,2,2.0V,,,"(3, 82)",SE GUNMA PREF
,13,06,38.2,0.1,30,46.1,0.6,132,28.4,0.8,61,,2.6V,,,"(7,297)",E OFF TANEGASHIMA ISLAND
,13,26,34.3,0.0,36,36.7,0.1,139,21.5,0.1,8,1,1.6V,,,"(3, 83)",TOCHIGI GUNMA BORDER
,13,36,20.4,0.1,40,25.4,0.2,139,03.9,0.6,24,3,1.5V,,,"(2, 59)",W OFF AOMORI PREF
,13,48,24.7,0.3,36,47.2,1.1,141,32.7,2.0,65,4,1.2V,,,"(3,111)",E OFF IBARAKI PREF
,13,48,51.7,0.1,35,35.3,0.3,139,36.5,0.3,22,2,1.1V,,,"(3, 91)",TOKYO PREF
,13,49,42.1,0.0,34,32.2,0.1,131,02.1,0.1,17,0,1.7V,,,"(6,239)",OFF W SAN'IN REGION
,13,50,05.3,0.0,35,33.0,0.1,138,55.9,0.2,25,1,1.1V,,,"(4,152)",EASTERN YAMANASHI PREF
,13,54,05.0,0.3,22,30.2,1.5,123,54.9,2.1,89,,2.4v,,,"(7,291)",FAR S OFF ISHIGAKIJIMA
,14,08,53.3,0.2,31,30.9,0.5,131,46.7,1.0,34,2,2.1V,,,"(7,300)",HYUGANADA REGION
,14,10,36.0,0.3,29,55.6,0.9,131,15.5,0.9,27,3,2.7V,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,14,16,06.2,0.0,33,50.6,0.1,134,46.2,0.1,15,1,0.9V,,,"(5,207)",S PART OF KII CHANNEL
,14,46,11.0,0.2,41,07.2,0.3,142,44.5,0.5,25,4,3.6V,,,"(2, 60)",E OFF AOMORI PREF
,14,59,43.9,0.1,42,52.0,0.3,143,07.3,0.5,84,1,0.5V,,,"(1,  9)",TOKACHI REGION
,15,01,40.2,0.1,42,23.0,0.3,143,33.0,1.1,52,1,,,,"(1, 28)",SE OFF TOKACHI
,15,05,52.9,0.1,42,53.9,0.7,144,28.7,0.4,43,1,0.8V,,,"(1, 28)",SE OFF TOKACHI
,15,11,20.9,0.0,32,11.1,0.1,129,50.4,0.2,13,1,1.1V,,,"(7,283)",W OFF AMAKUSA ISLAND
,15,22,17.1,0.0,36,16.8,0.1,137,02.2,0.1,8,1,0.6V,,,"(4,142)",TOYAMA GIFU BORDER REG
,15,26,18.5,0.0,39,01.5,0.1,140,54.7,0.1,6,1,0.4V,,,"(2, 49)",SOUTHERN IWATE PREF
,15,36,24.6,0.1,36,46.1,0.6,140,58.8,1.1,47,1,0.5V,,,"(3,111)",E OFF IBARAKI PREF
,15,51,01.8,0.1,30,18.8,0.4,130,58.1,0.5,18,2,1.0v,,,"(7,298)",NEAR TANEGASHIMA ISLAND
,16,06,55.6,0.0,34,55.3,0.1,133,56.5,0.1,15,0,0.1V,,,"(6,229)",OKAYAMA PREF
,16,11,11.2,0.2,45,10.3,0.5,143,03.6,0.9,4,,1.5V,,,"(1, 22)",NE OFF HOKKAIDO
,16,23,00.0,0.3,34,57.0,1.4,139,42.5,1.8,31,2,1.4V,,,"(3,101)",SAGAMINADA
,16,23,22.9,0.1,33,06.7,0.5,140,24.0,1.3,72,2,3.0V,,,"(8,330)",E OFF HACHIJOJIMA ISLAND
,16,31,06.0,0.1,32,29.3,0.4,129,07.7,0.1,3,3,1.1V,,,"(7,284)",SW OFF KYUSHU
,16,36,15.1,0.1,36,20.4,0.4,139,30.9,0.5,81,1,1.9V,,,"(3, 85)",SOUTHERN TOCHIGI PREF
,16,43,30.8,0.2,26,02.8,0.9,128,26.1,1.2,43,3,2.6V,,,"(7,294)",NEAR OKINAWAJIMA ISLAND
,16,45,39.2,0.0,34,16.1,0.1,135,10.0,0.1,8,1,0.2V,,,"(5,190)",NW WAKAYAMA PREF
,16,45,39.3,0.0,32,59.8,0.1,130,45.9,0.1,7,1,0.3v,,,"(7,269)",NW KUMAMOTO PREF
,16,46,10.3,0.1,38,39.8,0.2,142,08.3,0.7,38,2,0.7V,,,"(2, 65)",E OFF MIYAGI PREF
,16,49,16.7,0.0,32,49.5,0.0,130,45.1,0.1,9,0,0.4V,,,"(7,269)",NW KUMAMOTO PREF
,16,59,56.7,0.2,36,39.4,0.8,141,22.5,1.6,62,4,1.1V,,,"(3,111)",E OFF IBARAKI PREF
,17,09,16.1,0.2,38,13.2,0.9,139,50.0,1.1,32,2,1.0V,,,"(4,131)",NE NIIGATA PREF
,17,12,54.1,0.0,40,11.3,0.2,141,24.5,0.4,88,1,2.0V,,,"(2, 48)",NORTHERN IWATE PREF
,17,14,32.1,0.1,38,49.8,0.3,141,40.9,0.8,79,1,0.7V,,,"(2, 50)",NORTHERN MIYAGI PREF
,17,22,15.9,0.1,28,49.2,0.2,128,33.9,0.5,14,3,1.9v,,,"(7,286)",NW OFF AMAMI-OSHIMA IS
,17,23,09.5,0.3,30,02.6,1.1,132,00.7,1.3,63,,2.3V,,,"(7,297)",E OFF TANEGASHIMA ISLAND
,17,25,49.0,0.0,39,09.5,0.1,140,55.2,0.1,8,1,0.3V,,,"(2, 49)",SOUTHERN IWATE PREF
