Day,Hour,Minute,Second,Time +/-,LAT_D,LAT_M,LAT +/-,LONG_D,LONG_M,LONG +/-,Depth (KM),Depth +/-,Mag 1,Mag 2,MAX_INTENSITY,"(District, Region)",REGION NAME,LONG_DEC,LAT_DEC,Year,Month,Count
0,03,37,33.1,0.2,37,27.5,0.6,141,51.1,1.0,24,4,1.5V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.85166666666666,37.458333333333336,2010,2,3024
3,07,56,03.0,0.1,38,16.0,0.3,142,02.5,0.6,39,1,1.1V,,,"(2, 65)",E OFF MIYAGI PREF,142.04166666666666,38.266666666666666,2010,2,7328
