Day,Hour,Minute,Second,Time +/-,LAT_D,LAT_M,LAT +/-,LONG_D,LONG_M,LONG +/-,Depth (KM),Depth +/-,Mag 1,Mag 2,MAX_INTENSITY,"(District, Region)",REGION NAME,LONG_DEC,LAT_DEC,Year,Month,Count
2,01,32,59.1,0.1,38,48.2,0.3,141,35.4,0.8,72,1,0.2v,,,"(2, 50)",NORTHERN MIYAGI PREF,141.59,38.803333333333335,2010,2,373
2,04,44,53.8,0.0,38,31.5,0.1,141,03.7,0.1,15,1,2.7V,,1,"(2, 50)",NORTHERN MIYAGI PREF,141.06166666666667,38.525,2010,2,437
2,06,38,02.8,0.1,37,51.5,0.2,141,34.1,0.4,45,1,1.4V,,,"(2, 68)",SE OFF MIYAGI PREF,141.56833333333333,37.858333333333334,2010,2,485
2,07,14,45.2,0.2,37,51.2,0.5,142,16.8,0.9,33,2,1.4V,,,"(2, 68)",SE OFF MIYAGI PREF,142.28,37.85333333333333,2010,2,492
2,09,37,50.0,0.0,38,31.3,0.1,141,04.0,0.1,15,1,0.6V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06666666666666,38.52166666666667,2010,2,516
2,12,17,27.1,0.2,37,27.6,0.5,141,53.3,0.8,31,4,1.5V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.88833333333332,37.46,2010,2,546
2,12,33,56.4,0.0,38,49.7,0.2,141,34.9,0.4,74,1,3.3V,,1,"(2, 50)",NORTHERN MIYAGI PREF     NPS,141.58166666666668,38.82833333333333,2010,2,553
2,13,53,34.4,0.1,38,42.7,0.2,142,16.6,0.7,38,2,1.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.27666666666667,38.711666666666666,2010,2,568
2,16,54,40.9,0.1,37,32.1,0.4,141,31.4,0.7,67,2,1.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.52333333333334,37.535,2010,2,598
2,18,11,46.6,0.1,38,54.8,0.2,142,31.1,0.6,38,2,1.8V,,,"(2, 65)",E OFF MIYAGI PREF,142.51833333333335,38.913333333333334,2010,2,614
2,20,06,53.5,0.0,38,31.5,0.1,141,04.1,0.1,15,1,0.5V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06833333333333,38.525,2010,2,636
2,20,42,46.2,0.1,38,07.7,0.5,142,26.1,0.7,32,3,1.4V,,,"(2, 65)",E OFF MIYAGI PREF,142.435,38.12833333333333,2010,2,645
2,23,20,03.3,0.1,38,12.3,0.3,141,12.6,0.4,75,1,1.7V,,,"(2, 67)",SENDAI BAY REGION,141.21,38.205,2010,2,674
2,23,33,18.9,0.0,38,31.7,0.1,141,04.3,0.1,15,1,0.3v,,,"(2, 50)",NORTHERN MIYAGI PREF,141.07166666666666,38.528333333333336,2010,2,680
3,03,23,07.1,0.0,38,31.5,0.1,141,03.6,0.1,15,1,1.7V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06,38.525,2010,2,743
3,03,33,45.2,0.0,38,31.5,0.1,141,03.6,0.1,15,1,1.3V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06,38.525,2010,2,748
3,05,27,07.3,0.1,37,46.1,0.7,142,18.3,0.9,36,3,1.1V,,,"(2, 68)",SE OFF MIYAGI PREF,142.305,37.76833333333333,2010,2,773
3,06,49,34.2,0.1,38,31.5,0.2,141,58.2,0.8,79,1,1.1V,,,"(2, 65)",E OFF MIYAGI PREF,141.97,38.525,2010,2,794
3,07,58,25.4,0.1,38,53.1,0.4,141,39.9,0.7,61,1,0.3V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.665,38.885,2010,2,806
3,08,02,31.8,0.1,38,44.3,0.3,141,44.8,0.8,90,1,1.6V,,,"(2, 66)",KINKAZAN REGION,141.74666666666667,38.73833333333333,2010,2,809
3,08,13,41.6,0.2,38,26.8,0.5,142,01.8,1.1,25,3,1.1V,,,"(2, 65)",E OFF MIYAGI PREF,142.03,38.446666666666665,2010,2,812
3,10,06,04.3,0.2,37,42.7,0.7,142,13.3,1.1,34,4,1.3V,,,"(2, 68)",SE OFF MIYAGI PREF,142.22166666666666,37.711666666666666,2010,2,826
3,12,40,57.4,0.1,38,54.8,0.4,142,03.4,0.7,42,1,0.5V,,,"(2, 66)",KINKAZAN REGION,142.05666666666667,38.913333333333334,2010,2,846
3,13,17,01.7,0.1,38,41.5,0.3,142,13.9,1.0,33,3,1.4V,,,"(2, 65)",E OFF MIYAGI PREF,142.23166666666665,38.69166666666667,2010,2,851
3,13,39,01.6,0.1,37,43.8,0.3,141,39.2,0.6,76,1,1.7V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.65333333333334,37.73,2010,2,856
3,14,23,36.9,0.1,38,15.8,0.4,141,23.6,0.6,66,1,0.6V,,,"(2, 66)",KINKAZAN REGION,141.39333333333335,38.263333333333335,2010,2,866
3,14,51,04.7,0.0,38,49.8,0.2,141,34.7,0.4,73,1,1.2V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.57833333333335,38.83,2010,2,873
3,15,06,04.0,0.0,38,37.0,0.1,141,34.4,0.4,44,1,0.8V,,,"(2, 66)",KINKAZAN REGION,141.57333333333332,38.61666666666667,2010,2,875
3,15,22,21.7,0.0,38,43.8,0.1,141,03.9,0.1,11,1,0.3V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.065,38.73,2010,2,877
3,16,31,07.5,0.3,37,47.6,1.2,142,45.8,1.6,27,,2.2V,,,"(2, 70)",FAR E OFF FUKUSHIMA PREF,142.76333333333332,37.79333333333334,2010,2,888
3,18,20,51.7,0.0,37,46.0,0.2,141,17.7,0.3,59,1,1.3V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.295,37.766666666666666,2010,2,906
3,18,55,49.4,0.2,38,42.9,0.5,142,44.5,0.7,26,5,1.3v,,,"(2, 65)",E OFF MIYAGI PREF,142.74166666666667,38.715,2010,2,915
3,18,56,49.5,0.0,38,31.5,0.1,141,03.6,0.1,15,1,0.9V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06,38.525,2010,2,918
3,20,02,01.8,0.1,38,26.2,0.2,141,22.4,0.4,69,1,0.6V,,,"(2, 66)",KINKAZAN REGION,141.37333333333333,38.43666666666667,2010,2,948
3,21,21,04.5,0.1,38,05.0,0.5,143,21.4,0.7,27,,1.8v,,,"(2, 64)",FAR E OFF MIYAGI PREF,143.35666666666665,38.083333333333336,2010,2,966
3,21,23,26.5,0.1,38,48.3,0.2,141,37.2,0.6,68,1,0.4V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.62,38.805,2010,2,967
3,21,35,19.4,0.0,38,31.5,0.1,141,04.0,0.1,15,1,1.0V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06666666666666,38.525,2010,2,972
3,22,52,11.9,0.1,37,46.6,0.4,141,47.3,0.8,37,2,1.4V,,,"(2, 68)",SE OFF MIYAGI PREF,141.78833333333333,37.776666666666664,2010,2,985
3,22,55,40.5,0.0,38,49.5,0.2,141,19.3,0.4,73,1,0.5V,,,"(2, 49)",SOUTHERN IWATE PREF,141.32166666666666,38.825,2010,2,986
3,22,58,16.0,0.1,38,15.4,0.5,141,23.6,0.7,62,1,0.3V,,,"(2, 66)",KINKAZAN REGION,141.39333333333335,38.25666666666667,2010,2,987
4,00,27,56.9,0.0,38,07.4,0.1,141,38.2,0.2,57,0,0.4V,,,"(2, 66)",KINKAZAN REGION,141.63666666666666,38.123333333333335,2010,2,1014
4,00,29,29.0,0.0,38,03.6,0.3,141,49.4,0.5,42,1,0.3V,,,"(2, 68)",SE OFF MIYAGI PREF,141.82333333333332,38.06,2010,2,1015
4,01,08,17.1,0.1,38,41.6,0.4,142,13.9,0.9,37,2,0.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.23166666666665,38.693333333333335,2010,2,1025
4,02,13,26.0,0.1,38,42.0,0.2,142,16.1,0.7,36,2,1.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.26833333333335,38.7,2010,2,1050
4,02,56,21.7,0.1,38,24.1,0.4,142,17.8,0.6,31,3,0.8V,,,"(2, 65)",E OFF MIYAGI PREF,142.29666666666665,38.401666666666664,2010,2,1061
4,03,00,13.8,0.2,37,28.2,0.6,142,10.7,1.1,22,,1.2V,,,"(2, 69)",E OFF FUKUSHIMA PREF,142.17833333333334,37.47,2010,2,1064
4,03,01,36.6,0.2,37,45.7,0.8,142,11.7,1.2,39,4,0.8V,,,"(2, 68)",SE OFF MIYAGI PREF,142.195,37.76166666666667,2010,2,1066
4,05,50,10.7,0.1,39,06.2,0.5,141,23.2,1.0,05,1,0.7V,,,"(2, 49)",SOUTHERN IWATE PREF,141.38666666666666,39.10333333333333,2010,2,1104
4,06,13,27.8,0.1,38,41.6,0.2,142,15.5,0.6,37,2,2.4V,,,"(2, 65)",E OFF MIYAGI PREF,142.25833333333333,38.693333333333335,2010,2,1108
4,06,21,22.6,0.1,37,50.7,0.7,142,08.2,0.9,38,2,1.0V,,,"(2, 68)",SE OFF MIYAGI PREF,142.13666666666666,37.845,2010,2,1110
4,08,32,11.0,0.1,38,42.7,0.2,142,14.1,0.6,35,2,1.1V,,,"(2, 65)",E OFF MIYAGI PREF,142.235,38.711666666666666,2010,2,1134
4,09,30,49.7,0.1,38,00.3,0.3,141,07.4,0.6,80,1,1.3V,,,"(2, 67)",SENDAI BAY REGION,141.12333333333333,38.005,2010,2,1141
4,09,58,42.7,0.1,37,49.3,0.4,142,19.5,0.9,32,2,2.8V,,,"(2, 68)",SE OFF MIYAGI PREF,142.325,37.821666666666665,2010,2,1148
4,10,50,50.1,0.1,38,52.8,0.3,141,41.4,0.6,61,1,1.0V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.69,38.88,2010,2,1155
4,13,05,23.2,0.0,38,44.5,0.1,141,01.5,0.0,10,0,0.2V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.025,38.74166666666667,2010,2,1194
4,15,12,43.9,0.1,38,15.0,0.5,142,20.0,0.7,30,2,2.0V,,,"(2, 65)",E OFF MIYAGI PREF,142.33333333333334,38.25,2010,2,1210
4,15,36,18.7,0.1,39,04.5,0.3,142,39.4,0.5,32,2,1.2V,,,"(2, 62)",E OFF IWATE PREF,142.65666666666667,39.075,2010,2,1212
4,16,38,47.3,0.0,38,31.5,0.1,141,03.7,0.1,16,1,2.3V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06166666666667,38.525,2010,2,1221
4,18,45,38.0,0.1,38,35.9,0.2,141,18.9,0.4,71,1,0.6V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.315,38.598333333333336,2010,2,1239
4,18,56,25.6,0.2,37,42.3,0.4,142,12.7,1.1,30,3,1.8V,,,"(2, 68)",SE OFF MIYAGI PREF,142.21166666666667,37.705,2010,2,1244
4,22,55,37.7,0.2,37,47.5,0.6,142,20.7,1.0,31,3,1.4V,,,"(2, 68)",SE OFF MIYAGI PREF,142.345,37.791666666666664,2010,2,1306
5,00,19,44.6,0.1,38,47.4,0.4,141,06.3,0.5,86,1,0.6V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.105,38.79,2010,2,1337
5,00,48,01.1,0.1,39,11.2,0.2,141,51.3,0.4,28,1,0.1V,,,"(2, 49)",SOUTHERN IWATE PREF,141.855,39.18666666666667,2010,2,1346
5,01,42,40.5,0.2,37,57.8,0.6,142,24.4,1.2,35,2,1.5V,,,"(2, 68)",SE OFF MIYAGI PREF,142.40666666666667,37.96333333333333,2010,2,1367
5,02,28,08.4,0.1,38,15.2,0.3,141,22.1,0.4,64,1,0.6V,,,"(2, 66)",KINKAZAN REGION,141.36833333333334,38.25333333333333,2010,2,1380
5,03,30,42.9,0.2,38,22.2,0.6,142,07.4,0.9,15,4,1.3V,,,"(2, 65)",E OFF MIYAGI PREF,142.12333333333333,38.37,2010,2,1405
5,05,52,46.0,0.1,38,54.4,0.4,142,29.1,0.8,36,3,0.6V,,,"(2, 65)",E OFF MIYAGI PREF,142.485,38.906666666666666,2010,2,1439
5,06,26,22.8,0.2,37,45.1,0.5,142,03.7,1.2,33,3,1.6V,,,"(2, 68)",SE OFF MIYAGI PREF,142.06166666666667,37.751666666666665,2010,2,1446
5,06,28,23.4,0.1,37,57.7,0.5,142,19.6,0.8,36,2,1.2V,,,"(2, 68)",SE OFF MIYAGI PREF,142.32666666666665,37.961666666666666,2010,2,1449
5,06,58,01.5,0.1,37,55.0,0.5,142,04.4,0.8,36,1,1.2V,,,"(2, 68)",SE OFF MIYAGI PREF,142.07333333333332,37.916666666666664,2010,2,1460
5,06,58,03.3,0.1,38,02.5,0.7,141,49.9,0.9,41,2,1.1V,,,"(2, 68)",SE OFF MIYAGI PREF,141.83166666666668,38.041666666666664,2010,2,1461
5,11,56,25.0,0.1,37,39.0,0.3,141,58.7,0.7,34,2,2.8V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.97833333333332,37.65,2010,2,1501
5,15,19,36.9,0.0,38,02.7,0.3,142,06.5,0.4,35,1,1.2V,,,"(2, 68)",SE OFF MIYAGI PREF,142.10833333333332,38.045,2010,2,1528
5,20,05,03.3,0.1,38,48.7,0.2,141,33.7,0.7,72,1,0.4V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.56166666666667,38.81166666666667,2010,2,1597
5,20,44,12.5,0.2,37,41.0,0.9,142,10.5,1.1,32,4,1.2v,,,"(2, 68)",SE OFF MIYAGI PREF,142.175,37.68333333333333,2010,2,1604
5,20,45,05.1,0.1,37,40.3,0.3,142,35.0,0.5,29,3,2.1V,,,"(2, 68)",SE OFF MIYAGI PREF,142.58333333333334,37.67166666666667,2010,2,1605
5,21,00,42.1,0.1,37,46.5,0.5,142,07.1,0.8,34,3,1.3V,,,"(2, 68)",SE OFF MIYAGI PREF,142.11833333333334,37.775,2010,2,1612
5,22,01,35.5,0.1,38,41.5,0.2,142,15.1,0.7,38,2,1.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.25166666666667,38.69166666666667,2010,2,1619
5,23,20,36.8,0.2,37,47.9,0.5,142,06.9,1.1,33,3,2.6V,,,"(2, 68)",SE OFF MIYAGI PREF,142.115,37.79833333333333,2010,2,1638
6,05,18,26.0,0.0,38,51.2,0.2,141,37.3,0.4,72,1,1.4V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.62166666666667,38.85333333333333,2010,2,1705
6,06,59,11.1,0.0,38,49.6,0.2,141,35.6,0.5,71,1,0.7V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.59333333333333,38.82666666666667,2010,2,1732
6,07,08,12.7,0.0,38,31.2,0.1,141,04.2,0.1,14,1,0.8V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.07,38.52,2010,2,1734
6,07,29,24.5,0.1,37,27.5,0.5,141,50.9,0.8,31,4,1.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.84833333333333,37.458333333333336,2010,2,1735
6,08,15,51.5,0.1,39,07.3,0.2,142,29.8,0.4,23,1,,,,"(2, 62)",E OFF IWATE PREF,142.49666666666667,39.12166666666667,2010,2,1744
6,08,26,06.4,0.2,37,24.9,0.6,141,44.6,1.2,39,5,1.5V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.74333333333334,37.415,2010,2,1745
6,12,45,58.4,0.2,37,43.4,0.5,142,00.5,1.0,33,3,1.3V,,,"(2, 68)",SE OFF MIYAGI PREF,142.00833333333333,37.723333333333336,2010,2,1790
6,15,13,20.1,0.1,38,34.4,0.3,142,47.6,0.9,14,4,,,,"(2, 64)",FAR E OFF MIYAGI PREF,142.79333333333332,38.57333333333333,2010,2,1826
6,16,24,41.0,0.2,38,02.7,0.7,143,31.3,1.2,34,,2.4V,,,"(2, 64)",FAR E OFF MIYAGI PREF,143.52166666666668,38.045,2010,2,1840
6,17,02,54.9,0.0,38,24.8,0.2,141,08.8,0.2,5,,0.2v,,,"(2, 50)",NORTHERN MIYAGI PREF,141.14666666666668,38.413333333333334,2010,2,1846
6,17,52,59.9,0.0,38,31.3,0.1,141,03.9,0.1,14,1,0.6V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.065,38.52166666666667,2010,2,1862
6,19,06,04.8,0.2,37,27.0,0.6,141,52.0,1.0,27,4,1.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.86666666666667,37.45,2010,2,1875
6,19,36,10.6,0.0,39,10.7,0.2,142,30.3,0.3,29,1,0.8v,,,"(2, 62)",E OFF IWATE PREF,142.505,39.178333333333335,2010,2,1881
6,21,30,30.1,0.2,37,25.0,0.5,141,54.1,1.0,33,4,3.2V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.90166666666667,37.416666666666664,2010,2,1902
6,22,22,59.2,0.2,37,47.7,0.4,142,07.0,1.0,33,2,2.7V,,,"(2, 68)",SE OFF MIYAGI PREF,142.11666666666667,37.795,2010,2,1916
6,22,26,28.3,0.2,37,29.0,0.7,141,50.1,1.0,20,3,0.9v,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.835,37.483333333333334,2010,2,1919
6,22,47,21.2,0.2,37,27.2,0.6,141,49.6,0.8,21,4,1.3V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.82666666666665,37.45333333333333,2010,2,1927
6,22,58,28.7,0.0,38,46.8,0.2,141,41.7,0.6,69,1,0.3V,,,"(2, 66)",KINKAZAN REGION,141.695,38.78,2010,2,1930
7,00,13,22.8,0.1,38,16.3,0.4,142,17.8,0.6,34,2,1.2V,,,"(2, 65)",E OFF MIYAGI PREF,142.29666666666665,38.27166666666667,2010,2,1942
7,00,58,51.6,0.2,37,28.1,0.5,141,51.7,0.8,31,4,1.4V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.86166666666668,37.468333333333334,2010,2,1953
7,01,29,29.7,0.2,37,28.4,0.5,141,51.2,0.7,29,4,1.2V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.85333333333332,37.473333333333336,2010,2,1960
7,02,30,41.0,0.2,37,58.2,0.5,142,06.1,0.9,37,1,1.7V,,,"(2, 68)",SE OFF MIYAGI PREF,142.10166666666666,37.97,2010,2,1973
7,04,10,40.3,0.1,38,52.8,0.3,141,23.2,0.8,81,1,0.2v,,,"(2, 49)",SOUTHERN IWATE PREF,141.38666666666666,38.88,2010,2,2003
7,05,25,43.7,0.2,37,27.5,0.7,141,47.7,1.0,31,5,1.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.795,37.458333333333336,2010,2,2025
7,05,58,06.4,0.1,37,41.3,0.5,141,30.7,1.0,72,2,0.6v,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.51166666666666,37.68833333333333,2010,2,2032
7,06,27,19.6,0.1,37,45.9,0.3,142,01.7,0.9,34,3,1.2V,,,"(2, 68)",SE OFF MIYAGI PREF,142.02833333333334,37.765,2010,2,2040
7,08,23,58.9,0.1,38,59.9,0.4,141,36.3,0.9,00,1,1.3V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.605,38.998333333333335,2010,2,2065
7,08,40,11.7,0.1,38,53.4,0.3,141,38.5,0.6,72,1,1.1V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.64166666666668,38.89,2010,2,2070
7,09,54,24.1,0.1,38,42.1,0.2,142,15.6,0.8,38,2,1.2V,,,"(2, 65)",E OFF MIYAGI PREF,142.26,38.70166666666667,2010,2,2081
7,09,59,21.5,0.1,38,39.6,0.4,142,48.7,0.8,28,,1.6V,,,"(2, 64)",FAR E OFF MIYAGI PREF,142.81166666666667,38.66,2010,2,2083
7,11,27,56.8,0.1,38,42.0,0.2,142,15.3,0.6,37,2,2.2V,,,"(2, 65)",E OFF MIYAGI PREF,142.255,38.7,2010,2,2105
7,13,40,21.9,0.1,38,31.5,0.2,142,04.4,0.6,78,1,1.9V,,,"(2, 65)",E OFF MIYAGI PREF,142.07333333333332,38.525,2010,2,2125
7,15,56,14.3,0.1,38,44.4,0.3,142,18.5,0.8,36,2,3.5V,,1,"(2, 65)",E OFF MIYAGI PREF,142.30833333333334,38.74,2010,2,2146
7,16,32,33.2,0.1,38,44.3,0.3,142,17.3,0.8,35,2,1.2V,,,"(2, 65)",E OFF MIYAGI PREF,142.28833333333333,38.73833333333333,2010,2,2152
7,16,34,32.2,0.1,38,44.2,0.4,142,17.3,1.0,35,4,0.9v,,,"(2, 65)",E OFF MIYAGI PREF,142.28833333333333,38.736666666666665,2010,2,2153
7,17,21,39.7,0.2,37,26.5,0.5,141,52.2,0.8,26,4,1.9V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.87,37.44166666666667,2010,2,2167
7,17,34,05.5,0.0,38,43.8,0.1,141,06.5,0.2,9,1,0.1V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.10833333333332,38.73,2010,2,2177
7,17,52,37.6,0.2,37,43.7,0.6,142,11.1,1.0,32,3,1.5V,,,"(2, 68)",SE OFF MIYAGI PREF,142.185,37.72833333333333,2010,2,2185
7,18,02,15.8,0.1,38,01.2,0.5,142,19.8,0.9,36,2,1.6V,,,"(2, 65)",E OFF MIYAGI PREF,142.33,38.02,2010,2,2188
7,18,10,57.5,0.0,37,51.8,0.2,141,29.1,0.3,69,1,1.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.485,37.86333333333333,2010,2,2193
7,19,18,30.0,0.1,38,44.5,0.3,142,18.4,0.7,37,2,1.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.30666666666667,38.74166666666667,2010,2,2214
7,21,29,36.0,0.1,37,30.5,0.3,141,33.2,0.7,45,2,1.8V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.55333333333334,37.50833333333333,2010,2,2263
7,21,38,47.5,0.2,38,37.8,0.4,142,49.9,0.8,14,,1.6V,,,"(2, 64)",FAR E OFF MIYAGI PREF,142.83166666666668,38.63,2010,2,2267
7,22,55,23.4,0.0,38,44.0,0.1,141,00.1,0.1,11,1,0.4V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.00166666666667,38.733333333333334,2010,2,2289
7,23,31,53.7,0.1,37,37.0,0.5,141,44.0,0.8,33,3,1.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.73333333333332,37.61666666666667,2010,2,2303
8,00,06,24.1,0.2,37,36.8,0.5,142,02.2,1.1,29,4,,,,"(2, 68)",SE OFF MIYAGI PREF,142.03666666666666,37.61333333333333,2010,2,2310
8,01,09,35.4,0.1,38,41.6,0.3,142,15.4,0.8,38,2,1.2V,,,"(2, 65)",E OFF MIYAGI PREF,142.25666666666666,38.693333333333335,2010,2,2329
8,02,48,32.4,0.0,39,08.2,0.0,141,09.9,0.1,10,1,0.1V,,,"(2, 49)",SOUTHERN IWATE PREF,141.165,39.13666666666666,2010,2,2359
8,04,04,03.2,0.2,37,46.9,0.5,142,05.3,1.0,29,3,1.2V,,,"(2, 68)",SE OFF MIYAGI PREF,142.08833333333334,37.781666666666666,2010,2,2379
8,04,40,58.4,0.1,38,48.2,0.2,141,35.2,0.7,71,1,0.5V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.58666666666667,38.803333333333335,2010,2,2391
8,04,41,01.5,0.2,37,40.6,0.4,142,10.9,1.4,26,4,1.5V,,,"(2, 68)",SE OFF MIYAGI PREF,142.18166666666667,37.67666666666667,2010,2,2392
8,16,43,33.7,0.0,38,30.0,0.1,141,09.1,0.1,14,1,0.8V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.15166666666667,38.5,2010,2,2556
8,19,49,58.5,0.0,38,31.5,0.1,141,04.1,0.1,15,1,0.9V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06833333333333,38.525,2010,2,2601
9,01,55,37.8,0.1,38,55.8,0.4,141,22.7,1.0,06,1,0.5v,,,"(2, 49)",SOUTHERN IWATE PREF,141.37833333333333,38.93,2010,2,2690
