Day,Hour,Minute,Second,Time +/-,LAT_D,LAT_M,LAT +/-,LONG_D,LONG_M,LONG +/-,Depth (KM),Depth +/-,Mag 1,Mag 2,MAX_INTENSITY,"(District, Region)",REGION NAME
,09,17,33.1,0.2,37,43.1,1.4,143,52.1,1.4,40,,3.8V,,,"(8,327)",FAR E OFF NORTH HONSHU
,09,21,05.3,0.1,38,29.8,0.2,142,03.0,0.5,43,1,3.2V,,,"(2, 65)",E OFF MIYAGI PREF
,09,28,26.1,0.5,47,37.0,3.3,146,43.4,4.5,22,,4.0V,,,"(8,323)",SOUTHERN SEA OF OKHOTSK
,09,29,24.7,0.1,42,53.5,0.5,143,12.3,0.7,90,2,0.9V,,,"(1,  9)",TOKACHI REGION
,09,30,15.7,0.1,38,33.4,0.2,141,41.4,0.4,55,1,2.9V,,1,"(2, 66)",KINKAZAN REGION
,09,31,52.2,0.0,32,04.9,0.1,129,51.4,0.2,8,2,1.7V,,,"(7,283)",W OFF AMAKUSA ISLAND
,09,34,05.0,0.0,36,50.0,0.0,140,35.0,0.1,6,0,1.7V,,,"(3, 86)",NORTHERN IBARAKI PREF
,09,34,32.4,0.1,36,55.7,0.4,141,09.2,0.9,47,1,1.8V,,,"(2, 69)",E OFF FUKUSHIMA PREF
8,09,34,53.5,0.1,43,52.6,0.4,142,05.8,0.5,10,2,0.9V,,,"(1,  3)",KAMIKAWA-SORACHI REGION
,09,36,18.5,0.1,43,52.4,0.3,142,05.6,0.5,10,2,1.1V,,,"(1,  3)",KAMIKAWA-SORACHI REGION
,09,36,42.5,0.2,36,16.3,0.3,141,01.5,1.0,29,2,1.4V,,,"(3,111)",E OFF IBARAKI PREF
,09,36,44.8,0.0,38,19.0,0.2,140,41.2,0.3,11,1,1.4V,,,"(2, 51)",SOUTHERN MIYAGI PREF
,09,37,28.7,0.0,37,01.1,0.0,140,30.6,0.1,8,1,1.5V,,,"(2, 55)",MID FUKUSHIMA PREF
,09,37,51.7,0.0,38,19.2,0.1,140,41.4,0.2,12,1,2.0V,,,"(2, 51)",SOUTHERN MIYAGI PREF
,09,39,41.1,0.0,36,49.6,0.2,138,36.9,0.2,9,1,0.5V,,,"(4,144)",NORTHERN NAGANO PREF
,09,39,50.8,0.0,36,49.5,0.2,138,39.7,0.2,8,1,0.7V,,,"(4,132)",MID NIIGATA PREF
,09,42,32.3,0.0,35,29.0,0.0,136,44.1,0.1,8,1,1.2V,,,"(4,139)",SW GIFU PREF
,09,43,33.9,0.2,42,22.3,1.0,142,02.1,1.0,24,2,2.3V,,,"(1, 30)",S OFF URAKAWA
,09,45,02.0,0.0,37,11.6,0.1,140,53.6,0.2,8,1,1.5V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,09,47,52.5,0.0,35,05.0,0.1,132,40.5,0.1,10,1,1.9V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,09,49,16.0,0.1,36,56.3,0.2,140,38.4,0.7,6,1,1.0V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,09,50,23.3,0.0,35,05.6,0.1,132,40.6,0.1,11,1,1.4V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,09,56,44.6,0.0,34,57.2,0.0,135,26.7,0.1,11,0,2.0V,,,"(5,184)",KYOTO OSAKA BORDER REG
,10,00,04.7,0.3,37,04.6,0.9,142,17.9,1.4,13,,2.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,10,01,52.8,0.0,37,43.3,0.1,139,55.9,0.1,8,1,1.1V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,10,02,43.5,0.1,28,34.2,1.3,129,39.1,1.1,55,1,1.5v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,10,02,45.4,0.0,37,11.4,0.1,140,53.9,0.2,8,1,2.6V,,1,"(2, 56)",EASTERN FUKUSHIMA PREF
,10,06,49.1,0.1,36,15.4,0.1,140,58.9,0.5,30,1,1.6V,,,"(3,111)",E OFF IBARAKI PREF
,10,07,02.5,0.0,40,02.0,0.1,140,33.1,0.2,8,1,0.9V,,,"(2, 46)",NORTHERN AKITA PREF
,10,08,23.2,0.2,37,10.6,0.4,140,54.7,1.1,9,1,1.3V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,10,10,01.6,0.1,35,42.4,0.5,140,52.0,0.7,8,1,1.5V,,,"(3,110)",NEAR CHOSHI CITY
,10,14,46.7,0.0,37,00.1,0.0,140,31.3,0.1,7,1,1.1V,,,"(2, 55)",MID FUKUSHIMA PREF
,10,15,28.8,0.1,36,44.3,0.5,141,23.4,0.9,34,2,2.1V,,,"(3,111)",E OFF IBARAKI PREF
,10,17,54.4,0.1,37,08.6,0.3,141,09.7,0.9,46,1,1.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,10,18,43.4,0.0,37,41.4,0.1,139,56.3,0.1,7,1,0.8V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,10,20,19.5,0.1,34,37.0,0.3,139,13.7,0.2,9,2,1.8V,,,"(3,102)",NEAR IZU-OSHIMA ISLAND
,10,20,49.1,0.1,34,37.1,0.3,139,13.7,0.2,12,2,1.3V,,,"(3,102)",NEAR IZU-OSHIMA ISLAND
,10,21,36.6,0.2,35,35.7,0.5,140,53.6,0.7,15,1,1.6V,,,"(3,110)",NEAR CHOSHI CITY
,10,21,52.5,0.1,34,37.1,0.4,139,13.6,0.2,9,2,1.6V,,,"(3,102)",NEAR IZU-OSHIMA ISLAND
,10,22,08.1,0.4,42,45.9,1.1,141,01.7,0.9,38,4,1.6V,,,"(1, 14)",IBURI REGION
,10,23,42.4,0.0,37,03.0,0.0,140,33.1,0.1,6,1,1.1V,,,"(2, 55)",MID FUKUSHIMA PREF
,10,29,25.1,0.0,37,00.2,0.1,140,31.0,0.1,6,1,0.9V,,,"(2, 55)",MID FUKUSHIMA PREF
,10,30,53.4,0.1,35,29.9,0.4,140,52.7,0.7,20,2,2.4V,,,"(3,110)",NEAR CHOSHI CITY
,10,33,25.6,0.0,36,40.4,0.0,140,39.0,0.1,10,0,1.6V,,,"(3, 86)",NORTHERN IBARAKI PREF
,10,34,34.9,0.0,37,11.6,0.1,140,53.6,0.2,7,1,1.5V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,10,35,23.2,0.0,37,11.6,0.1,140,53.4,0.2,7,0,1.4V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,10,38,11.2,0.0,37,44.4,0.1,139,55.8,0.1,8,1,0.7V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,10,43,47.2,0.1,36,20.7,0.2,140,53.4,0.7,37,1,2.4V,,,"(3,111)",E OFF IBARAKI PREF
,10,48,43.6,0.0,37,43.8,0.2,139,58.4,0.2,7,2,0.7V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,10,50,00.9,0.0,37,11.5,0.1,140,53.8,0.2,7,1,2.2V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,10,54,02.0,0.4,30,58.0,1.0,131,27.7,2.6,48,,1.2V,,,"(7,299)",SE OFF OSUMI PEN
,10,54,13.1,0.0,37,03.1,0.1,140,33.0,0.2,6,1,1.3V,,,"(2, 55)",MID FUKUSHIMA PREF
,10,55,21.3,0.0,28,02.0,0.3,129,20.6,0.4,18,1,2.4V,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,10,55,34.0,0.1,36,20.8,0.2,141,01.3,0.7,32,1,1.5V,,,"(3,111)",E OFF IBARAKI PREF
,10,56,16.7,0.1,38,21.3,0.4,142,08.5,0.7,36,1,2.9V,,,"(2, 65)",E OFF MIYAGI PREF
,10,59,35.9,0.2,35,45.6,0.4,140,59.4,0.8,15,1,2.0V,,,"(3,110)",NEAR CHOSHI CITY
,10,59,48.2,0.0,32,18.8,0.1,130,26.9,0.1,11,1,0.1v,,,"(7,268)",AMAKUSA REGION
,11,02,20.7,0.1,36,17.4,0.3,141,01.0,0.9,35,1,1.4V,,,"(3,111)",E OFF IBARAKI PREF
,11,05,41.7,0.0,36,57.4,0.2,138,34.9,0.2,7,1,0.8V,,,"(4,132)",MID NIIGATA PREF
,11,07,11.4,0.1,37,03.0,0.2,141,11.4,0.5,25,1,1.7V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,11,08,14.5,0.0,34,05.0,0.1,135,12.0,0.1,7,0,1.6V,,,"(5,190)",NW WAKAYAMA PREF
,11,12,27.0,0.2,37,21.8,0.6,141,43.7,0.9,31,3,2.3V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,11,12,42.9,0.0,36,50.8,0.0,140,34.9,0.2,9,1,1.7V,,,"(3, 86)",NORTHERN IBARAKI PREF
,11,13,01.4,0.1,34,04.8,0.3,135,32.6,0.3,60,1,0.7V,,,"(5,189)",NE WAKAYAMA PREF
,11,14,33.1,0.0,34,54.6,0.1,135,39.1,0.1,10,1,1.0V,,,"(5,184)",KYOTO OSAKA BORDER REG
,11,16,45.7,0.1,35,43.4,0.4,140,41.7,0.5,47,1,2.9V,,,"(3,110)",NEAR CHOSHI CITY
,11,25,21.9,0.0,32,04.7,0.2,129,52.3,0.4,11,2,0.9V,,,"(7,283)",W OFF AMAKUSA ISLAND
,11,25,37.7,0.0,39,31.7,0.1,141,53.9,0.2,25,0,2.0V,,,"(2, 49)",SOUTHERN IWATE PREF
,11,26,19.9,0.0,36,49.5,0.2,138,35.8,0.2,8,1,0.9V,,,"(4,144)",NORTHERN NAGANO PREF
,11,26,43.5,0.2,35,37.9,0.5,140,53.9,1.0,19,1,2.1V,,,"(3,110)",NEAR CHOSHI CITY
,11,27,30.9,0.1,35,43.4,0.5,140,42.0,0.6,47,1,2.4V,,,"(3,110)",NEAR CHOSHI CITY
,11,30,34.2,0.1,36,49.8,0.3,138,37.5,0.2,10,2,0.5V,,,"(4,144)",NORTHERN NAGANO PREF
,11,32,21.7,0.0,36,01.6,0.0,137,29.2,0.1,10,0,1.2V,,,"(4,141)",NORTHERN GIFU PREF
,11,32,31.2,0.0,36,01.6,0.2,137,29.4,0.2,9,2,1.7V,,,"(4,141)",NORTHERN GIFU PREF
,11,33,29.3,0.0,36,01.7,0.1,137,29.1,0.1,11,1,0.4V,,,"(4,141)",NORTHERN GIFU PREF
,11,33,35.0,0.1,36,44.5,0.3,141,09.1,0.6,27,1,3.6V,,,"(3,111)",E OFF IBARAKI PREF
,11,39,20.7,0.0,26,17.0,0.3,127,12.4,0.2,10,1,1.8v,,,"(7,294)",NEAR OKINAWAJIMA ISLAND
,11,39,51.9,0.2,37,21.7,0.5,141,50.8,0.7,22,2,2.8V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,11,39,57.2,0.0,39,16.1,0.2,142,18.8,0.5,31,1,2.5V,,,"(2, 62)",E OFF IWATE PREF
,11,42,49.3,0.0,37,04.5,0.0,140,34.1,0.1,7,1,1.6V,,,"(2, 55)",MID FUKUSHIMA PREF
,11,43,54.6,0.0,37,00.1,0.0,140,46.0,0.2,8,1,1.9V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,11,47,47.7,0.1,38,27.0,0.3,142,12.6,0.8,31,2,2.6V,,,"(2, 65)",E OFF MIYAGI PREF
,11,48,25.9,0.2,35,53.3,0.4,141,04.3,0.9,18,2,2.8V,,,"(3,110)",NEAR CHOSHI CITY
,11,51,01.1,0.2,29,52.6,1.0,131,52.8,1.1,43,,2.5v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,11,51,51.0,0.2,42,18.0,0.9,142,33.6,1.0,40,2,1.3V,,,"(1, 12)",HIDAKA REGION
,11,52,14.9,0.1,37,19.5,0.2,141,06.6,0.5,27,1,1.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,11,57,07.0,0.0,35,54.5,0.2,140,43.6,0.3,13,1,1.6V,,,"(3, 87)",SOUTHERN IBARAKI PREF
,11,57,53.7,0.0,35,06.4,0.1,132,39.8,0.1,11,1,2.2V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,11,58,06.2,0.1,35,54.5,0.2,140,43.1,0.4,13,1,1.7V,,,"(3, 87)",SOUTHERN IBARAKI PREF
,11,58,54.3,0.1,36,50.7,0.2,138,34.3,0.2,10,1,0.5V,,,"(4,144)",NORTHERN NAGANO PREF
,11,59,40.7,0.1,37,02.5,0.2,141,10.3,0.5,24,1,1.4V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,12,00,38.1,0.4,36,40.9,1.1,142,12.7,2.2,11,,2.5V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,12,02,16.0,0.0,37,04.9,0.1,140,33.5,0.2,7,1,1.3V,,,"(2, 55)",MID FUKUSHIMA PREF
,12,04,13.7,0.2,37,59.8,1.4,144,26.8,1.4,24,,3.9V,,,"(8,327)",FAR E OFF NORTH HONSHU
,12,06,22.6,,17,04.9,,69,31.0,,46,,5.8B,,,"(9,   )",PERU-BOLIVIA BORDER REG. USGS
,12,11,40.7,0.2,37,01.6,0.7,141,27.0,1.4,40,2,2.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,12,12,26.3,0.3,37,56.1,1.6,144,27.4,1.6,28,,3.9V,,,"(8,327)",FAR E OFF NORTH HONSHU
,12,12,55.3,0.4,36,11.8,0.8,142,35.5,2.2,62,,3.1V,,,"(3,113)",FAR E OFF KANTO
,12,16,01.3,0.0,36,01.7,0.1,137,29.3,0.1,10,1,0.6V,,,"(4,141)",NORTHERN GIFU PREF
,12,16,26.6,0.0,36,01.8,0.1,137,29.4,0.1,10,1,0.7V,,,"(4,141)",NORTHERN GIFU PREF
,12,17,40.9,0.1,28,38.7,0.5,129,35.3,0.5,14,3,2.3v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,12,18,10.3,0.0,36,56.3,0.0,140,40.2,0.1,6,1,1.0V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,12,19,31.1,0.0,34,44.0,0.1,132,06.2,0.1,10,0,0.7V,,,"(6,225)",SW SHIMANE PREF
,12,20,55.6,0.0,37,06.6,0.1,140,29.4,0.1,8,1,1.0V,,,"(2, 55)",MID FUKUSHIMA PREF
,12,21,08.6,0.3,38,02.7,1.2,144,21.7,1.5,8,,3.3V,,,"(8,327)",FAR E OFF NORTH HONSHU
,12,23,54.3,0.1,38,26.0,0.3,142,13.4,0.7,34,2,1.8V,,,"(2, 65)",E OFF MIYAGI PREF
,12,24,41.4,0.0,36,56.6,0.3,138,34.2,0.3,7,1,0.8V,,,"(4,132)",MID NIIGATA PREF
,12,26,21.9,0.1,38,25.9,0.3,142,16.7,0.6,24,1,3.5V,,,"(2, 65)",E OFF MIYAGI PREF
,12,31,07.1,0.1,36,48.0,0.2,140,38.6,0.5,9,1,1.6V,,,"(3, 86)",NORTHERN IBARAKI PREF
,12,31,32.8,0.0,33,38.3,0.1,136,21.7,0.1,34,1,2.0V,,,"(5,208)",SE OFF KII PENINSULA
,12,35,25.4,0.1,37,30.9,0.4,141,45.1,0.8,33,3,2.3V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,12,35,40.1,0.2,36,41.3,0.3,138,27.0,0.3,2,2,0.5V,,,"(4,144)",NORTHERN NAGANO PREF
,12,36,48.7,0.0,36,50.0,0.0,140,37.3,0.2,7,0,1.5V,,,"(3, 86)",NORTHERN IBARAKI PREF
,12,36,50.3,0.1,38,28.0,0.3,142,11.6,0.5,34,1,2.2V,,,"(2, 65)",E OFF MIYAGI PREF
,12,38,43.3,0.1,39,08.5,0.2,142,21.6,0.5,32,1,1.5V,,,"(2, 62)",E OFF IWATE PREF
,12,40,07.0,0.1,35,52.8,0.3,140,28.2,0.4,35,1,1.9V,,,"(3, 92)",NORTHERN CHIBA PREF
,12,40,47.2,0.1,39,05.0,0.3,142,23.2,0.7,32,1,3.0V,,,"(2, 62)",E OFF IWATE PREF
,12,44,07.2,0.0,37,14.3,0.1,139,51.7,0.1,8,1,0.9V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
8,12,45,01.8,0.0,32,34.9,0.1,129,54.1,0.2,11,1,1.4V,,,"(7,283)",W OFF AMAKUSA ISLAND
,12,45,54.7,0.0,37,14.6,0.1,140,53.7,0.2,4,0,1.0V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,12,45,59.2,0.1,38,32.1,0.2,141,44.0,0.5,53,1,3.1V,,,"(2, 66)",KINKAZAN REGION
,12,49,18.8,0.1,36,32.7,0.2,140,50.1,0.7,48,1,1.5V,,,"(3,111)",E OFF IBARAKI PREF
,12,49,28.5,0.0,36,45.5,0.0,139,24.8,0.1,5,1,1.3V,,,"(3, 83)",TOCHIGI GUNMA BORDER
,12,57,01.7,0.1,36,55.7,0.2,141,19.0,0.4,24,1,2.2V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,12,58,28.2,0.0,36,50.5,0.1,140,35.3,0.2,8,1,1.8V,,,"(3, 86)",NORTHERN IBARAKI PREF
,12,59,46.9,0.0,36,50.5,0.0,140,31.8,0.1,8,0,1.3V,,,"(3, 86)",NORTHERN IBARAKI PREF
,13,00,50.7,0.1,32,35.8,0.3,129,54.9,0.4,11,1,0.2v,,,"(7,283)",W OFF AMAKUSA ISLAND
,13,03,12.6,0.1,32,51.5,0.3,130,44.5,0.2,10,2,0.0V,,,"(7,269)",NW KUMAMOTO PREF
,13,04,48.4,0.1,36,32.6,0.2,140,49.3,0.5,47,1,1.4V,,,"(3,111)",E OFF IBARAKI PREF
,13,06,29.1,0.0,35,08.7,0.1,135,40.8,0.1,8,0,0.8V,,,"(5,183)",MID KYOTO PREF
,13,07,24.0,0.1,37,03.1,0.3,141,10.3,0.7,16,1,1.4V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,13,10,56.5,0.0,36,06.4,0.1,137,27.9,0.1,7,1,0.1V,,,"(4,141)",NORTHERN GIFU PREF
,13,11,01.5,0.0,36,06.3,0.1,137,27.7,0.2,8,1,0.1V,,,"(4,141)",NORTHERN GIFU PREF
,13,13,24.9,0.2,38,59.6,0.7,143,12.5,1.1,27,,2.2V,,,"(2, 63)",FAR E OFF SANRIKU
,13,14,34.1,0.1,34,37.4,0.5,139,13.8,0.3,10,3,1.4V,,,"(3,102)",NEAR IZU-OSHIMA ISLAND
,13,15,16.8,0.0,32,52.1,0.1,130,44.4,0.1,8,1,1.7V,,,"(7,269)",NW KUMAMOTO PREF
,13,15,52.9,0.2,38,45.9,0.4,142,27.8,0.9,27,3,2.6V,,,"(2, 65)",E OFF MIYAGI PREF
,13,18,07.4,0.0,36,49.9,0.0,140,37.7,0.2,6,0,1.4V,,,"(3, 86)",NORTHERN IBARAKI PREF
,13,19,41.2,0.0,35,05.6,0.1,132,40.4,0.1,11,1,1.2V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,13,19,48.1,0.0,36,03.7,0.2,139,50.0,0.2,45,1,1.5V,,,"(3, 88)",SW IBARAKI PREF
,13,21,18.9,0.0,36,48.5,0.0,140,33.8,0.1,8,0,1.8V,,,"(3, 86)",NORTHERN IBARAKI PREF
,13,27,46.3,,20,12.6,,168,21.9,,10,,5.4B,,,"(9,   )",LOYALTY ISLANDS          USGS
,13,28,24.2,0.1,35,47.8,0.2,140,53.0,0.4,11,1,1.4V,,,"(3,110)",NEAR CHOSHI CITY
,13,29,26.8,0.1,36,42.9,0.3,140,58.7,0.9,48,1,1.6V,,,"(3,111)",E OFF IBARAKI PREF
,13,29,42.8,0.0,36,56.6,0.2,138,34.2,0.2,8,1,1.8V,,,"(4,132)",MID NIIGATA PREF
,13,30,57.7,0.0,35,05.6,0.1,132,40.2,0.1,10,1,1.7V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,13,31,19.3,0.0,37,40.4,0.1,139,56.2,0.1,8,1,1.5V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,13,32,03.7,0.1,37,46.0,0.3,141,45.0,0.7,53,2,1.7V,,,"(2, 68)",SE OFF MIYAGI PREF
,13,34,08.7,0.2,37,45.4,0.4,141,56.8,1.0,20,3,2.3V,,,"(2, 68)",SE OFF MIYAGI PREF
,13,34,21.3,0.1,36,06.7,0.3,140,05.3,0.5,53,1,1.7V,,,"(3, 88)",SW IBARAKI PREF
,13,36,06.9,0.2,36,56.9,0.5,140,38.9,0.9,15,2,1.9V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,13,36,10.5,0.3,37,21.6,1.2,142,35.9,1.6,18,,3.0V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,13,37,02.2,0.2,43,08.2,2.9,141,51.4,2.7,66,,2.0V,,,"(1, 13)",ISHIKARI DEPRESSION
,13,37,21.6,0.0,35,07.3,0.2,137,21.1,0.2,44,1,0.9V,,,"(4,160)",NE AICHI PREF
,13,40,06.1,0.0,36,50.4,0.2,138,33.0,0.2,10,1,0.9V,,,"(4,144)",NORTHERN NAGANO PREF
,13,42,18.8,0.0,37,40.6,0.2,139,56.3,0.2,8,1,0.6V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,13,43,47.0,0.0,33,44.7,0.0,131,28.8,0.1,13,1,1.6V,,,"(6,243)",SUONADA SETONAIKAI
,13,43,54.7,0.2,34,57.9,1.0,137,28.5,0.6,39,2,0.4V,,,"(4,160)",NE AICHI PREF
,13,46,09.3,0.0,36,44.7,0.0,140,34.5,0.1,9,0,1.2V,,,"(3, 86)",NORTHERN IBARAKI PREF
,13,47,32.2,0.0,35,22.4,0.1,135,53.4,0.2,14,1,0.6V,,,"(5,196)",NW SHIGA PREF
,13,52,44.7,0.0,36,45.0,0.0,140,35.8,0.1,7,0,1.0V,,,"(3, 86)",NORTHERN IBARAKI PREF
,13,53,12.0,0.1,39,14.4,0.1,142,37.9,0.4,27,1,1.8V,,,"(2, 62)",E OFF IWATE PREF
,13,53,39.2,0.0,32,52.9,0.1,129,45.6,0.5,10,1,0.7V,,,"(7,266)",NAGASAKI PREF
,13,53,40.1,0.2,28,39.0,0.5,129,35.0,1.1,14,4,2.4V,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,13,54,59.0,0.0,39,11.0,0.2,142,18.3,0.6,80,1,1.6V,,,"(2, 62)",E OFF IWATE PREF
,13,55,04.8,0.2,23,43.3,0.6,122,01.1,0.9,21,5,3.5V,,,"(8,311)",TAIWAN REGION
,13,55,28.7,0.1,35,43.9,0.4,139,49.4,0.7,08,1,1.8V,,,"(3, 91)",TOKYO PREF
,13,57,40.9,0.3,39,10.7,0.7,142,21.7,1.4,26,4,1.3V,,,"(2, 62)",E OFF IWATE PREF
,13,58,27.4,0.1,37,16.1,0.2,141,03.8,0.6,29,1,1.4V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,14,08,18.8,0.0,36,48.3,0.0,140,34.7,0.1,6,0,1.4V,,,"(3, 86)",NORTHERN IBARAKI PREF
,14,09,01.0,0.0,37,44.0,0.2,139,55.2,0.2,9,1,0.7V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,14,11,22.0,0.0,39,03.4,0.1,140,47.5,0.1,4,1,1.5V,,,"(2, 49)",SOUTHERN IWATE PREF
,14,11,23.1,0.0,42,43.3,0.3,143,22.4,0.4,02,1,0.6V,,,"(1,  9)",TOKACHI REGION
,14,16,13.4,0.0,37,01.3,0.0,140,37.6,0.1,5,1,2.0V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,14,16,31.0,0.1,37,16.6,0.3,141,25.0,0.8,24,2,3.3V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,14,17,01.7,0.0,34,14.4,0.1,135,15.4,0.1,5,1,0.8V,,,"(5,190)",NW WAKAYAMA PREF
,14,20,31.4,0.0,32,46.2,0.0,130,45.8,0.1,13,0,0.5V,,,"(7,269)",NW KUMAMOTO PREF
,14,23,26.2,0.0,33,01.5,0.1,130,44.6,0.1,12,1,0.5V,,,"(7,269)",NW KUMAMOTO PREF
,14,29,03.6,0.3,35,51.9,1.3,141,47.6,1.2,18,5,2.5V,,,"(3,112)",FAR E OFF IBARAKI PREF
,14,29,20.9,0.0,36,59.5,0.1,140,44.2,0.2,10,1,2.0V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,14,35,19.9,0.4,24,54.1,1.2,123,58.9,0.7,0,,,,,"(7,289)",NW OFF ISHIGAKIJIMA IS
,14,39,25.4,0.0,37,06.0,0.1,140,37.0,0.1,12,1,1.9V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,14,40,05.2,0.0,35,05.4,0.2,132,40.3,0.1,10,1,0.4V,,,"(6,224)",SHIMANE HIROSHIMA BORDER
,14,40,06.6,0.0,36,47.9,0.0,140,34.4,0.1,7,0,1.3V,,,"(3, 86)",NORTHERN IBARAKI PREF
,14,47,08.3,0.1,38,18.9,0.3,140,41.7,0.6,11,2,1.4V,,,"(2, 51)",SOUTHERN MIYAGI PREF
,14,47,13.6,0.1,36,11.8,0.3,141,03.5,1.0,42,2,2.4V,,,"(3,111)",E OFF IBARAKI PREF
,14,50,43.1,0.0,36,55.5,0.1,140,41.1,0.1,6,1,1.7V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,14,51,15.8,0.0,36,49.9,0.1,140,35.1,0.1,7,0,1.2V,,,"(3, 86)",NORTHERN IBARAKI PREF
,14,54,18.2,0.0,41,54.7,0.4,142,16.5,0.3,48,2,1.1v,,,"(1, 30)",S OFF URAKAWA
,14,55,17.2,0.1,35,50.4,0.3,140,58.9,0.7,14,1,2.1V,,,"(3,110)",NEAR CHOSHI CITY
,14,56,24.3,0.0,33,44.8,0.1,131,28.2,0.3,12,1,0.8V,,,"(6,243)",SUONADA SETONAIKAI
,15,01,10.6,0.0,36,57.3,0.0,140,36.0,0.1,7,1,1.7V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,15,01,46.4,0.2,37,44.7,0.8,143,58.5,1.3,40,,3.4V,,,"(8,327)",FAR E OFF NORTH HONSHU
,15,01,48.4,0.1,36,22.7,0.3,137,39.7,0.2,2,2,0.2V,,,"(4,143)",HIDA MOUNTAINS REGION
,15,02,56.1,0.1,37,46.3,0.7,143,50.8,0.8,32,,3.6V,,,"(8,327)",FAR E OFF NORTH HONSHU
,15,03,08.8,0.3,28,35.6,0.7,129,13.9,1.3,74,3,2.1v,,,"(7,296)",NEAR AMAMI-OSHIMA ISLAND
,15,06,18.2,0.1,37,23.6,0.2,141,07.2,0.6,25,1,1.4V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,15,08,30.3,0.1,37,05.9,0.4,141,08.0,1.1,49,1,1.4V,,,"(2, 69)",E OFF FUKUSHIMA PREF
,15,08,42.0,0.1,38,26.8,0.2,141,50.3,0.5,55,1,2.3V,,,"(2, 65)",E OFF MIYAGI PREF
,15,10,38.4,0.0,37,01.4,0.1,140,35.1,0.1,10,1,1.9V,,,"(2, 55)",MID FUKUSHIMA PREF
,15,11,12.6,0.0,35,22.4,0.1,135,53.5,0.1,15,1,1.0V,,,"(5,196)",NW SHIGA PREF
,15,13,02.7,0.0,36,57.6,0.1,140,42.1,0.2,10,1,1.0V,,,"(2, 56)",EASTERN FUKUSHIMA PREF
,15,14,36.2,0.0,37,40.4,0.1,139,56.1,0.1,8,1,1.6V,,,"(2, 54)",WESTERN FUKUSHIMA PREF
,15,16,08.1,0.1,35,41.2,0.4,140,53.2,0.6,45,1,1.6V,,,"(3,110)",NEAR CHOSHI CITY
,15,18,20.1,0.2,28,57.1,1.6,139,49.1,3.2,99,,3.7V,,,"(8,332)",W OFF OGASAWARA
,15,18,46.3,0.0,39,04.1,0.1,140,54.9,0.1,8,1,1.4V,,,"(2, 49)",SOUTHERN IWATE PREF
,15,26,29.2,0.0,36,55.1,0.0,140,30.7,0.1,7,1,1.5V,,,"(2, 55)",MID FUKUSHIMA PREF
