Day,Hour,Minute,Second,Time +/-,LAT_D,LAT_M,LAT +/-,LONG_D,LONG_M,LONG +/-,Depth (KM),Depth +/-,Mag 1,Mag 2,MAX_INTENSITY,"(District, Region)",REGION NAME,LONG_DEC,LAT_DEC,Year,Month,Count
2,02,22,21.7,0.1,38,23.3,0.4,142,17.4,0.6,25,2,1.1V,,,"(2, 65)",E OFF MIYAGI PREF,142.29,38.388333333333335,2010,6,340
2,04,55,22.3,0.1,38,48.3,0.2,141,37.5,0.6,71,1,0.8V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.625,38.805,2010,6,383
2,05,42,12.0,0.1,38,48.7,0.4,141,32.0,0.9,99,1,1.1V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.53333333333333,38.81166666666667,2010,6,394
2,06,12,41.7,0.1,38,48.0,0.3,141,37.2,0.7,71,1,0.4V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.62,38.8,2010,6,402
2,08,21,21.2,0.1,38,41.3,0.4,142,13.7,1.4,43,4,0.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.22833333333332,38.68833333333333,2010,6,433
2,08,23,04.7,0.1,38,41.5,0.2,142,15.4,0.7,38,2,1.1V,,,"(2, 65)",E OFF MIYAGI PREF,142.25666666666666,38.69166666666667,2010,6,434
2,08,28,07.7,0.0,39,06.5,0.1,141,14.3,0.2,11,1,0.1V,,,"(2, 49)",SOUTHERN IWATE PREF,141.23833333333334,39.108333333333334,2010,6,435
2,09,05,52.8,0.2,37,26.4,0.4,141,52.7,0.8,26,4,1.3V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.87833333333333,37.44,2010,6,446
2,12,55,27.5,0.1,38,02.4,0.4,141,52.9,0.8,45,1,2.0V,,,"(2, 68)",SE OFF MIYAGI PREF,141.88166666666666,38.04,2010,6,484
2,13,04,35.7,0.0,38,54.7,0.2,141,41.7,0.4,62,1,0.8V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.695,38.91166666666667,2010,6,490
2,14,27,11.0,0.1,37,45.0,0.3,141,37.4,0.6,78,1,1.3V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.62333333333333,37.75,2010,6,506
2,16,28,00.3,0.1,37,31.0,0.4,142,09.1,0.8,28,3,2.0V,,,"(2, 69)",E OFF FUKUSHIMA PREF,142.15166666666667,37.516666666666666,2010,6,529
2,17,32,24.7,0.1,38,11.7,0.6,142,13.2,0.8,33,2,1.0V,,,"(2, 65)",E OFF MIYAGI PREF,142.22,38.195,2010,6,545
2,21,02,46.7,0.1,38,35.0,0.2,141,58.1,0.5,35,1,1.5V,,,"(2, 65)",E OFF MIYAGI PREF,141.96833333333333,38.583333333333336,2010,6,611
2,22,46,44.8,0.1,38,41.7,0.2,142,16.2,0.7,37,2,2.5V,,,"(2, 65)",E OFF MIYAGI PREF,142.27,38.695,2010,6,633
2,23,13,10.7,0.1,37,54.5,0.4,141,29.2,0.5,79,1,0.6V,,,"(2, 67)",SENDAI BAY REGION,141.48666666666668,37.90833333333333,2010,6,639
3,00,50,36.1,0.1,38,16.3,0.5,142,16.4,0.7,36,2,1.8V,,,"(2, 65)",E OFF MIYAGI PREF,142.27333333333334,38.27166666666667,2010,6,664
3,02,20,12.3,0.1,38,47.2,0.4,142,23.9,1.0,36,4,0.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.39833333333334,38.78666666666667,2010,6,695
3,02,24,11.6,0.1,38,02.8,0.4,141,50.8,0.8,44,1,1.1V,,,"(2, 68)",SE OFF MIYAGI PREF,141.84666666666666,38.04666666666667,2010,6,697
3,02,54,49.1,0.1,38,24.6,0.3,142,15.4,0.6,33,2,0.6V,,,"(2, 65)",E OFF MIYAGI PREF,142.25666666666666,38.41,2010,6,713
3,05,51,15.1,0.2,38,41.7,0.4,142,28.3,1.0,31,4,1.2V,,,"(2, 65)",E OFF MIYAGI PREF,142.47166666666666,38.695,2010,6,765
3,10,45,45.9,0.1,38,48.3,0.2,142,01.1,0.6,46,1,2.9V,,,"(2, 66)",KINKAZAN REGION,142.01833333333335,38.805,2010,6,853
3,12,26,30.6,0.2,38,21.5,0.5,142,15.3,1.0,28,,1.1V,,,"(2, 65)",E OFF MIYAGI PREF,142.255,38.358333333333334,2010,6,873
3,12,48,03.5,0.0,38,54.1,0.2,141,39.3,0.5,66,1,0.3V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.655,38.901666666666664,2010,6,879
3,14,18,09.6,0.1,38,48.0,0.4,141,58.5,0.9,43,2,0.4V,,,"(2, 66)",KINKAZAN REGION,141.975,38.8,2010,6,900
3,16,12,50.4,0.1,38,49.1,0.2,141,35.8,0.7,73,1,0.4V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.59666666666666,38.818333333333335,2010,6,919
3,20,34,34.9,0.0,38,50.1,0.2,141,38.3,0.4,69,1,1.5V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.63833333333332,38.835,2010,6,990
3,21,07,45.7,0.1,38,18.6,0.4,142,27.1,0.5,36,3,0.9V,,,"(2, 65)",E OFF MIYAGI PREF,142.45166666666665,38.31,2010,6,995
3,21,10,30.7,0.1,38,19.6,0.5,142,35.4,0.6,24,3,1.3V,,,"(2, 65)",E OFF MIYAGI PREF,142.59,38.32666666666667,2010,6,997
3,22,55,59.5,0.0,38,51.9,0.2,141,37.0,0.4,73,1,1.3V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.61666666666667,38.865,2010,6,1037
3,23,29,06.2,0.1,37,39.2,0.2,141,40.6,0.5,42,2,2.8V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.67666666666668,37.653333333333336,2010,6,1048
3,23,56,56.4,0.1,38,00.3,0.6,142,13.2,0.9,39,2,1.1V,,,"(2, 68)",SE OFF MIYAGI PREF,142.22,38.005,2010,6,1055
4,02,53,40.1,0.1,37,44.8,0.3,141,45.4,0.7,35,2,1.5V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.75666666666666,37.74666666666667,2010,6,1114
4,04,07,00.1,0.0,38,54.6,0.2,142,05.3,0.4,52,1,1.4V,,,"(2, 66)",KINKAZAN REGION,142.08833333333334,38.91,2010,6,1132
4,06,14,06.0,0.2,37,40.1,1.0,144,27.2,1.2,45,,2.9V,,,"(8,327)",FAR E OFF NORTH HONSHU,144.45333333333335,37.66833333333334,2010,6,1160
4,10,19,52.2,0.1,37,53.9,0.5,142,16.6,0.9,45,2,1.3V,,,"(2, 68)",SE OFF MIYAGI PREF,142.27666666666667,37.89833333333333,2010,6,1202
4,13,19,59.6,0.1,38,08.9,0.3,141,47.3,0.6,72,1,1.0V,,,"(2, 65)",E OFF MIYAGI PREF,141.78833333333333,38.14833333333333,2010,6,1231
4,14,46,31.1,0.0,38,58.7,0.2,141,38.9,0.4,71,1,0.9V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.64833333333334,38.97833333333333,2010,6,1245
4,15,39,26.7,0.1,38,28.4,0.3,142,05.2,0.9,41,2,0.6V,,,"(2, 65)",E OFF MIYAGI PREF,142.08666666666667,38.473333333333336,2010,6,1251
4,16,22,35.4,0.1,38,36.8,0.2,142,01.8,0.9,32,3,0.9V,,,"(2, 65)",E OFF MIYAGI PREF,142.03,38.61333333333333,2010,6,1257
4,17,50,32.5,0.1,38,47.2,0.2,141,36.9,0.6,65,1,0.2V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.615,38.78666666666667,2010,6,1275
4,19,45,01.8,0.1,38,50.7,0.3,141,51.7,0.8,58,1,0.4V,,,"(2, 66)",KINKAZAN REGION,141.86166666666668,38.845,2010,6,1316
4,20,37,54.8,0.1,39,09.7,0.3,141,19.3,0.6,80,1,0.7V,,,"(2, 49)",SOUTHERN IWATE PREF,141.32166666666666,39.16166666666667,2010,6,1331
5,00,09,26.5,0.1,38,55.7,0.3,142,29.0,0.5,37,2,0.8V,,,"(2, 65)",E OFF MIYAGI PREF,142.48333333333332,38.928333333333335,2010,6,1421
5,00,12,56.2,0.1,38,20.0,0.5,142,30.4,0.5,26,3,1.0V,,,"(2, 65)",E OFF MIYAGI PREF,142.50666666666666,38.333333333333336,2010,6,1423
5,00,17,43.9,0.1,38,42.1,0.4,142,13.9,0.9,36,3,0.5V,,,"(2, 65)",E OFF MIYAGI PREF,142.23166666666665,38.70166666666667,2010,6,1424
5,00,18,19.2,0.1,38,34.3,0.2,142,00.5,0.7,37,2,0.8V,,,"(2, 65)",E OFF MIYAGI PREF,142.00833333333333,38.571666666666665,2010,6,1425
5,02,05,24.4,0.2,37,31.8,0.7,141,32.8,0.8,34,3,0.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.54666666666665,37.53,2010,6,1460
5,02,34,47.7,0.1,38,53.9,0.2,141,39.3,0.5,73,1,1.0V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.655,38.89833333333333,2010,6,1469
5,04,00,00.1,0.1,37,46.4,0.4,141,44.4,0.6,39,2,0.6V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.74,37.77333333333333,2010,6,1497
5,05,27,55.8,0.1,38,11.2,0.6,142,12.9,0.8,32,2,0.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.215,38.18666666666667,2010,6,1512
5,05,52,27.6,0.2,37,31.4,0.4,142,13.7,1.1,26,4,2.0V,,,"(2, 69)",E OFF FUKUSHIMA PREF,142.22833333333332,37.52333333333333,2010,6,1522
5,07,59,55.6,0.1,38,48.9,0.2,141,36.8,0.6,68,1,0.7V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.61333333333334,38.815,2010,6,1555
5,12,29,53.3,0.1,38,34.9,0.3,143,01.9,0.6,33,,1.7V,,,"(2, 64)",FAR E OFF MIYAGI PREF,143.03166666666667,38.58166666666666,2010,6,1611
5,15,43,37.6,0.2,38,39.0,0.8,144,03.3,0.9,43,,2.2V,,,"(2, 64)",FAR E OFF MIYAGI PREF,144.055,38.65,2010,6,1647
5,18,19,17.3,0.1,38,54.5,0.4,142,04.5,0.7,42,1,0.4V,,,"(2, 66)",KINKAZAN REGION,142.075,38.90833333333333,2010,6,1676
5,18,55,35.7,0.2,37,44.5,0.4,142,07.6,0.9,32,3,1.3V,,,"(2, 68)",SE OFF MIYAGI PREF,142.12666666666667,37.74166666666667,2010,6,1687
5,21,00,21.7,0.2,37,29.6,0.5,141,50.7,0.8,30,,1.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.845,37.49333333333333,2010,6,1722
5,22,27,51.2,0.2,37,56.6,0.5,142,21.6,1.2,40,2,1.5V,,,"(2, 68)",SE OFF MIYAGI PREF,142.36,37.943333333333335,2010,6,1744
5,23,01,15.9,0.1,37,58.2,0.5,142,04.4,0.7,37,1,1.3V,,,"(2, 68)",SE OFF MIYAGI PREF,142.07333333333332,37.97,2010,6,1755
6,02,19,10.2,0.1,38,24.0,0.5,142,23.9,0.7,24,4,1.0V,,,"(2, 65)",E OFF MIYAGI PREF,142.39833333333334,38.4,2010,6,1819
6,03,26,34.3,0.1,39,07.1,0.3,142,27.0,0.9,71,2,1.1V,,,"(2, 62)",E OFF IWATE PREF,142.45,39.11833333333333,2010,6,1841
6,04,18,28.8,0.1,38,36.4,0.3,142,30.5,0.7,31,3,1.6V,,,"(2, 65)",E OFF MIYAGI PREF,142.50833333333333,38.60666666666667,2010,6,1862
6,04,41,27.6,0.1,38,44.1,0.4,142,49.4,0.8,31,5,1.7V,,,"(2, 64)",FAR E OFF MIYAGI PREF,142.82333333333332,38.735,2010,6,1873
6,05,05,23.9,0.1,37,45.0,0.4,142,03.4,0.8,31,3,1.2V,,,"(2, 68)",SE OFF MIYAGI PREF,142.05666666666667,37.75,2010,6,1883
6,05,17,43.6,0.1,38,30.5,0.2,141,55.6,0.5,42,1,1.7V,,,"(2, 65)",E OFF MIYAGI PREF,141.92666666666668,38.50833333333333,2010,6,1889
6,05,36,49.3,0.2,38,39.3,0.4,142,26.2,0.9,30,4,1.0V,,,"(2, 65)",E OFF MIYAGI PREF,142.43666666666667,38.655,2010,6,1893
6,05,51,48.9,0.1,37,55.8,0.4,142,19.1,0.6,37,1,1.1V,,,"(2, 68)",SE OFF MIYAGI PREF,142.31833333333333,37.93,2010,6,1898
6,05,52,38.2,0.2,37,31.7,0.5,142,08.2,0.9,18,3,1.8V,,,"(2, 69)",E OFF FUKUSHIMA PREF,142.13666666666666,37.528333333333336,2010,6,1899
6,07,44,01.0,0.1,37,50.1,0.3,141,29.0,0.5,77,1,1.0V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.48333333333332,37.835,2010,6,1927
6,10,04,59.0,0.2,38,53.3,0.5,142,29.2,1.1,38,4,0.8V,,,"(2, 65)",E OFF MIYAGI PREF,142.48666666666668,38.888333333333335,2010,6,1972
6,12,30,10.6,0.1,38,30.4,0.3,141,54.0,0.8,39,2,0.2V,,,"(2, 65)",E OFF MIYAGI PREF,141.9,38.50666666666667,2010,6,2021
6,13,16,09.3,0.1,37,25.6,0.5,141,43.5,0.9,38,3,1.5V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.725,37.42666666666667,2010,6,2032
6,13,32,44.0,0.1,38,57.8,0.4,142,28.0,0.8,33,3,0.6V,,,"(2, 65)",E OFF MIYAGI PREF,142.46666666666667,38.96333333333333,2010,6,2036
6,13,40,51.2,0.1,38,42.6,0.2,142,12.4,0.7,27,2,1.3V,,,"(2, 65)",E OFF MIYAGI PREF,142.20666666666668,38.71,2010,6,2039
6,14,37,08.5,0.1,37,50.1,0.6,142,15.5,0.7,39,2,1.0V,,,"(2, 68)",SE OFF MIYAGI PREF,142.25833333333333,37.835,2010,6,2055
6,14,43,24.5,0.1,39,08.1,0.3,142,17.6,0.7,39,1,0.7V,,,"(2, 62)",E OFF IWATE PREF,142.29333333333332,39.135,2010,6,2056
6,15,55,31.1,0.0,38,55.6,0.2,142,28.4,0.4,38,2,0.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.47333333333333,38.92666666666667,2010,6,2076
6,16,50,48.6,0.0,37,59.8,0.5,142,23.5,0.6,33,2,1.3V,,,"(2, 68)",SE OFF MIYAGI PREF,142.39166666666668,37.99666666666667,2010,6,2090
6,20,28,26.2,0.2,38,48.9,0.6,142,03.7,1.6,47,3,0.5V,,,"(2, 66)",KINKAZAN REGION,142.06166666666667,38.815,2010,6,2147
6,22,49,17.1,0.2,38,50.3,0.5,142,32.6,1.0,35,4,0.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.54333333333332,38.83833333333333,2010,6,2186
7,02,11,09.7,0.2,38,18.6,1.0,142,29.9,1.3,35,,0.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.49833333333333,38.31,2010,6,2252
7,03,56,48.7,0.1,38,22.1,0.3,142,08.3,0.7,35,1,1.8V,,,"(2, 65)",E OFF MIYAGI PREF,142.13833333333332,38.36833333333333,2010,6,2281
7,05,57,42.9,0.0,39,08.8,0.2,141,02.9,0.4,95,1,0.2V,,,"(2, 49)",SOUTHERN IWATE PREF,141.04833333333335,39.14666666666667,2010,6,2318
7,06,11,40.3,0.2,37,43.0,0.7,142,12.4,1.1,32,,1.2V,,,"(2, 68)",SE OFF MIYAGI PREF,142.20666666666668,37.71666666666667,2010,6,2323
7,09,03,18.1,0.1,38,00.1,0.3,141,04.2,0.5,73,1,0.9V,,,"(2, 67)",SENDAI BAY REGION,141.07,38.001666666666665,2010,6,2363
7,12,36,08.9,0.1,38,33.6,0.2,141,41.5,0.4,54,1,1.6V,,,"(2, 66)",KINKAZAN REGION,141.69166666666666,38.56,2010,6,2404
7,13,00,01.1,0.1,38,43.7,0.2,141,41.8,0.5,63,1,0.7V,,,"(2, 66)",KINKAZAN REGION,141.69666666666666,38.72833333333333,2010,6,2407
7,14,17,59.8,0.1,37,47.6,0.6,142,50.9,0.7,35,4,2.2V,,,"(2, 70)",FAR E OFF FUKUSHIMA PREF,142.84833333333333,37.79333333333334,2010,6,2419
7,16,11,28.8,0.2,37,36.2,0.5,141,46.4,1.0,34,4,1.5V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.77333333333334,37.60333333333333,2010,6,2461
7,17,33,07.1,0.2,38,30.0,0.4,142,21.9,0.8,29,4,1.0V,,,"(2, 65)",E OFF MIYAGI PREF,142.365,38.5,2010,6,2483
7,17,41,17.0,0.1,38,42.7,0.2,142,10.4,0.8,36,2,1.0V,,,"(2, 65)",E OFF MIYAGI PREF,142.17333333333335,38.711666666666666,2010,6,2489
7,17,56,02.3,0.1,38,30.8,0.2,141,55.7,0.6,40,1,1.2V,,,"(2, 65)",E OFF MIYAGI PREF,141.92833333333334,38.513333333333335,2010,6,2494
7,19,50,29.1,0.0,38,44.6,0.1,141,40.7,0.4,63,1,0.8V,,,"(2, 66)",KINKAZAN REGION,141.67833333333334,38.74333333333333,2010,6,2529
7,20,37,07.9,0.1,38,25.7,0.4,142,27.9,0.7,30,3,2.4V,,,"(2, 65)",E OFF MIYAGI PREF,142.465,38.428333333333335,2010,6,2540
7,20,49,19.3,0.1,38,26.4,0.4,142,26.9,0.7,22,,1.3V,,,"(2, 65)",E OFF MIYAGI PREF,142.44833333333332,38.44,2010,6,2546
7,21,17,11.9,0.1,38,25.0,0.4,142,26.6,0.8,35,3,1.4V,,,"(2, 65)",E OFF MIYAGI PREF,142.44333333333333,38.416666666666664,2010,6,2553
7,21,23,18.5,0.1,38,26.2,0.4,142,25.9,0.5,25,3,1.0V,,,"(2, 65)",E OFF MIYAGI PREF,142.43166666666667,38.43666666666667,2010,6,2554
7,23,41,58.3,0.2,37,43.4,0.6,142,51.5,1.0,27,4,3.4V,,,"(2, 70)",FAR E OFF FUKUSHIMA PREF,142.85833333333332,37.723333333333336,2010,6,2589
8,00,56,23.8,0.2,37,32.9,0.5,141,30.7,1.0,34,,0.7V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.51166666666666,37.54833333333333,2010,6,2605
8,05,01,30.7,0.0,38,37.8,0.1,141,41.3,0.4,62,1,0.6V,,,"(2, 66)",KINKAZAN REGION,141.68833333333333,38.63,2010,6,2674
8,08,16,22.6,0.1,37,37.5,0.3,141,29.7,0.8,70,2,1.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF,141.495,37.625,2010,6,2719
8,09,26,17.3,0.2,38,25.4,0.7,142,26.3,0.6,24,4,1.1V,,,"(2, 65)",E OFF MIYAGI PREF,142.43833333333333,38.42333333333333,2010,6,2727
8,11,20,33.9,0.0,38,41.0,0.1,141,04.1,0.1,10,1,1.9V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.06833333333333,38.68333333333333,2010,6,2753
8,16,46,10.3,0.1,38,39.8,0.2,142,08.3,0.7,38,2,0.7V,,,"(2, 65)",E OFF MIYAGI PREF,142.13833333333332,38.663333333333334,2010,6,2815
8,17,14,32.1,0.1,38,49.8,0.3,141,40.9,0.8,79,1,0.7V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.68166666666667,38.83,2010,6,2820
8,19,13,02.8,0.1,38,52.2,0.2,141,36.3,0.5,75,1,1.0V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.605,38.87,2010,6,2850
8,20,53,34.6,0.0,38,41.2,0.1,141,04.2,0.1,9,1,0.1V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.07,38.68666666666667,2010,6,2878
8,22,22,46.2,0.0,38,50.0,0.3,141,17.6,0.5,76,1,0.2V,,,"(2, 49)",SOUTHERN IWATE PREF,141.29333333333332,38.833333333333336,2010,6,2900
8,22,56,21.2,0.1,37,38.1,0.4,142,10.0,0.8,33,3,1.1V,,,"(2, 68)",SE OFF MIYAGI PREF,142.16666666666666,37.635,2010,6,2910
8,23,26,43.9,0.2,37,54.9,0.5,142,18.8,1.1,39,2,1.3V,,,"(2, 68)",SE OFF MIYAGI PREF,142.31333333333333,37.915,2010,6,2925
9,00,20,18.2,0.0,38,48.0,0.2,141,39.4,0.4,71,1,1.5V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.65666666666667,38.8,2010,6,2940
9,00,26,43.7,0.1,38,51.4,0.3,141,38.2,0.7,67,1,0.1V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.63666666666666,38.85666666666667,2010,6,2944
9,01,52,42.6,0.1,38,24.9,0.4,142,27.6,0.6,29,2,1.9V,,,"(2, 65)",E OFF MIYAGI PREF,142.46,38.415,2010,6,2977
9,03,58,30.7,0.1,38,48.2,0.3,141,37.3,0.8,69,1,0.1V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.62166666666667,38.803333333333335,2010,6,3020
9,04,39,45.9,0.1,39,04.1,0.7,143,48.0,0.9,35,,2.0V,,,"(2, 63)",FAR E OFF SANRIKU,143.8,39.068333333333335,2010,6,3031
9,04,58,17.3,0.1,38,33.3,0.2,141,41.6,0.4,54,1,1.8V,,,"(2, 66)",KINKAZAN REGION,141.69333333333333,38.555,2010,6,3038
9,05,19,46.7,0.1,37,41.7,0.4,142,15.5,0.9,35,3,2.6V,,,"(2, 68)",SE OFF MIYAGI PREF,142.25833333333333,37.695,2010,6,3045
9,05,22,30.6,0.2,37,26.7,0.5,142,09.7,1.2,23,4,2.1V,,,"(2, 69)",E OFF FUKUSHIMA PREF,142.16166666666666,37.445,2010,6,3046
9,05,53,15.5,0.0,38,36.8,0.2,141,14.2,0.3,78,1,0.4V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.23666666666668,38.61333333333333,2010,6,3057
9,06,02,55.2,0.1,38,32.3,0.2,142,02.0,0.6,41,1,2.4V,,,"(2, 65)",E OFF MIYAGI PREF,142.03333333333333,38.538333333333334,2010,6,3059
9,06,07,46.4,0.1,37,43.9,0.3,142,08.0,0.8,34,2,1.5V,,,"(2, 68)",SE OFF MIYAGI PREF,142.13333333333333,37.73166666666667,2010,6,3063
9,06,09,51.5,0.1,38,50.8,0.2,141,27.2,0.4,87,1,2.0V,,,"(2, 50)",NORTHERN MIYAGI PREF,141.45333333333335,38.846666666666664,2010,6,3066
9,06,43,45.3,0.1,38,18.9,0.3,141,53.8,0.6,26,1,1.4V,,,"(2, 65)",E OFF MIYAGI PREF,141.89666666666668,38.315,2010,6,3077
9,07,03,29.2,0.1,38,17.3,0.3,141,07.0,0.4,83,1,0.9V,,,"(2, 67)",SENDAI BAY REGION,141.11666666666667,38.288333333333334,2010,6,3087
9,09,42,45.2,0.1,38,54.8,0.6,141,22.0,1.8,07,1,0.8V,,,"(2, 49)",SOUTHERN IWATE PREF,141.36666666666667,38.913333333333334,2010,6,3126
9,11,27,40.4,0.2,38,06.4,1.0,142,24.9,1.2,33,4,1.4V,,,"(2, 65)",E OFF MIYAGI PREF,142.415,38.10666666666667,2010,6,3151
9,11,52,47.4,0.2,37,58.2,0.8,142,17.9,1.2,44,3,1.1V,,,"(2, 68)",SE OFF MIYAGI PREF,142.29833333333335,37.97,2010,6,3155
9,15,03,54.4,0.0,38,35.6,0.1,141,32.3,0.2,15,1,1.7V,,,"(2, 66)",KINKAZAN REGION,141.53833333333333,38.593333333333334,2010,6,3201
